DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
01M458,Forsyth Satellite Academy,2015-16,215,0,0,0,0,0,0,0,0,0,0,17,85,50,63,126,58.6%,89,41.4%,3,1.4%,79,36.7%,129,60.0%,1,0.5%,3,1.4%,45,20.9%,15,7.0%,153,71.2%,72.3%
01M458,Forsyth Satellite Academy,2016-17,212,0,0,0,0,0,0,0,0,0,0,11,53,74,74,123,58.0%,89,42.0%,1,0.5%,76,35.8%,127,59.9%,1,0.5%,7,3.3%,45,21.2%,11,5.2%,145,68.4%,64.9%
01M458,Forsyth Satellite Academy,2017-18,203,0,0,0,0,0,0,0,0,0,0,16,65,79,43,117,57.6%,86,42.4%,1,0.5%,70,34.5%,121,59.6%,2,1.0%,9,4.4%,57,28.1%,16,7.9%,176,86.7%,85.0%
01M458,Forsyth Satellite Academy,2018-19,194,0,0,0,0,0,0,0,0,0,0,19,46,77,52,103,53.1%,91,46.9%,0,0.0%,84,43.3%,98,50.5%,4,2.1%,8,4.1%,62,32.0%,11,5.7%,163,84.0%,84.8%
01M509,Marta Valle High School,2014-15,363,0,0,0,0,0,0,0,0,0,0,112,119,52,80,206,56.7%,157,43.3%,21,5.8%,145,39.9%,185,51.0%,2,0.6%,10,2.8%,103,28.4%,33,9.1%,312,86.0%,76.8%
01M509,Marta Valle High School,2015-16,272,0,0,0,0,0,0,0,0,0,0,81,83,50,58,166,61.0%,106,39.0%,9,3.3%,115,42.3%,142,52.2%,1,0.4%,5,1.8%,76,27.9%,22,8.1%,245,90.1%,78.9%
01M509,Marta Valle High School,2016-17,204,0,0,0,0,0,0,0,0,0,0,51,58,47,48,126,61.8%,78,38.2%,6,2.9%,72,35.3%,121,59.3%,1,0.5%,4,2.0%,60,29.4%,18,8.8%,186,91.2%,75.9%
01M509,Marta Valle High School,2017-18,148,0,0,0,0,0,0,0,0,0,0,39,33,38,38,88,59.5%,60,40.5%,7,4.7%,47,31.8%,88,59.5%,2,1.4%,4,2.7%,38,25.7%,10,6.8%,138,93.2%,82.1%
01M509,Marta Valle High School,2018-19,127,0,0,0,0,0,0,0,0,0,0,36,32,25,34,77,60.6%,50,39.4%,9,7.1%,47,37.0%,65,51.2%,3,2.4%,3,2.4%,35,27.6%,8,6.3%,112,88.2%,80.8%
01M515,Lower East Side Preparatory High School,2014-15,528,0,0,0,0,0,0,0,0,0,0,0,181,192,155,228,43.2%,300,56.8%,343,65.0%,48,9.1%,125,23.7%,5,0.9%,7,1.3%,20,3.8%,365,69.1%,203,38.4%,88.4%
01M515,Lower East Side Preparatory High School,2015-16,564,0,0,0,0,0,0,0,0,0,0,0,216,190,158,252,44.7%,312,55.3%,333,59.0%,68,12.1%,149,26.4%,6,1.1%,8,1.4%,29,5.1%,354,62.8%,198,35.1%,89.5%
01M515,Lower East Side Preparatory High School,2016-17,559,0,0,0,0,0,0,0,0,0,0,0,276,146,137,248,44.4%,311,55.6%,347,62.1%,60,10.7%,139,24.9%,3,0.5%,10,1.8%,30,5.4%,390,69.8%,186,33.3%,90.0%
01M515,Lower East Side Preparatory High School,2017-18,557,0,0,0,0,0,0,0,0,0,0,0,212,200,145,237,42.5%,320,57.5%,318,57.1%,58,10.4%,165,29.6%,6,1.1%,10,1.8%,31,5.6%,392,70.4%,431,77.4%,95.1%
01M515,Lower East Side Preparatory High School,2018-19,543,0,0,0,0,0,0,0,0,0,0,44,151,124,224,231,42.5%,312,57.5%,274,50.5%,51,9.4%,206,37.9%,2,0.4%,10,1.8%,42,7.7%,390,71.8%,377,69.4%,93.7%
01M539,"New Explorations into Science, Technology and Math",2014-15,1735,0,100,112,114,115,113,134,150,137,137,121,189,194,119,894,51.5%,841,48.5%,577,33.3%,158,9.1%,190,11.0%,88,5.1%,722,41.6%,66,3.8%,2,0.1%,490,28.2%,25.9%
01M539,"New Explorations into Science, Technology and Math",2015-16,1753,0,123,111,113,115,117,116,144,122,137,143,139,185,188,885,50.5%,868,49.5%,579,33.0%,153,8.7%,198,11.3%,91,5.2%,732,41.8%,82,4.7%,7,0.4%,478,27.3%,25.3%
01M539,"New Explorations into Science, Technology and Math",2016-17,1745,0,100,151,124,118,113,113,154,137,121,161,149,126,178,866,49.6%,879,50.4%,579,33.2%,140,8.0%,193,11.1%,113,6.5%,720,41.3%,107,6.1%,7,0.4%,441,25.3%,23.0%
01M539,"New Explorations into Science, Technology and Math",2017-18,1734,0,100,116,149,122,116,112,152,149,136,145,163,146,128,831,47.9%,903,52.1%,575,33.2%,134,7.7%,204,11.8%,129,7.4%,692,39.9%,140,8.1%,14,0.8%,415,23.9%,28.2%
01M539,"New Explorations into Science, Technology and Math",2018-19,1754,0,100,116,119,148,116,109,145,141,145,162,154,158,141,833,47.5%,921,52.5%,584,33.3%,118,6.7%,199,11.3%,156,8.9%,697,39.7%,161,9.2%,28,1.6%,412,23.5%,25.9%
01M650,Cascades High School,2014-15,230,0,0,0,0,0,0,0,0,0,0,13,63,91,63,134,58.3%,96,41.7%,8,3.5%,89,38.7%,120,52.2%,2,0.9%,11,4.8%,19,8.3%,5,2.2%,172,74.8%,69.0%
01M650,Cascades High School,2015-16,233,0,0,0,0,0,0,0,0,0,0,7,62,65,99,136,58.4%,97,41.6%,9,3.9%,78,33.5%,129,55.4%,2,0.9%,15,6.4%,20,8.6%,8,3.4%,172,73.8%,64.6%
01M650,Cascades High School,2016-17,239,0,0,0,0,0,0,0,0,0,0,29,56,74,80,124,51.9%,115,48.1%,9,3.8%,82,34.3%,131,54.8%,4,1.7%,13,5.4%,29,12.1%,6,2.5%,185,77.4%,69.9%
01M650,Cascades High School,2017-18,241,0,0,0,0,0,0,0,0,0,0,34,80,73,54,132,54.8%,109,45.2%,10,4.1%,95,39.4%,127,52.7%,4,1.7%,5,2.1%,34,14.1%,7,2.9%,205,85.1%,85.5%
01M650,Cascades High School,2018-19,187,0,0,0,0,0,0,0,0,0,0,18,74,55,40,89,47.6%,98,52.4%,5,2.7%,90,48.1%,90,48.1%,0,0.0%,2,1.1%,39,20.9%,4,2.1%,157,84.0%,83.1%
01M696,Bard High School Early College,2014-15,545,0,0,0,0,0,0,0,0,0,0,129,129,134,153,326,59.8%,219,40.2%,93,17.1%,94,17.2%,101,18.5%,9,1.7%,248,45.5%,6,1.1%,0,0.0%,191,35.0%,30.9%
01M696,Bard High School Early College,2015-16,535,0,0,0,0,0,0,0,0,0,0,147,139,119,130,315,58.9%,220,41.1%,122,22.8%,86,16.1%,88,16.4%,11,2.1%,228,42.6%,5,0.9%,0,0.0%,222,41.5%,37.0%
01M696,Bard High School Early College,2016-17,548,0,0,0,0,0,0,0,0,0,0,140,154,140,114,338,61.7%,210,38.3%,141,25.7%,88,16.1%,97,17.7%,9,1.6%,213,38.9%,16,2.9%,0,0.0%,250,45.6%,37.9%
01M696,Bard High School Early College,2017-18,588,0,0,0,0,0,0,0,0,0,0,168,136,152,132,371,63.1%,217,36.9%,167,28.4%,80,13.6%,100,17.0%,11,1.9%,230,39.1%,30,5.1%,1,0.2%,259,44.0%,41.4%
01M696,Bard High School Early College,2018-19,615,0,0,0,0,0,0,0,0,0,0,173,169,128,145,379,61.6%,236,38.4%,178,28.9%,66,10.7%,108,17.6%,15,2.4%,248,40.3%,48,7.8%,1,0.2%,247,40.2%,39.0%
01M839,Tompkins Square Middle School,2014-15,368,0,0,0,0,0,0,0,123,123,122,0,0,0,0,191,51.9%,177,48.1%,81,22.0%,53,14.4%,149,40.5%,14,3.8%,71,19.3%,96,26.1%,13,3.5%,255,69.3%,59.6%
01M839,Tompkins Square Middle School,2015-16,371,0,0,0,0,0,0,0,127,124,120,0,0,0,0,195,52.6%,176,47.4%,87,23.5%,59,15.9%,138,37.2%,12,3.2%,75,20.2%,90,24.3%,11,3.0%,257,69.3%,58.1%
01M839,Tompkins Square Middle School,2016-17,374,0,0,0,0,0,0,0,128,124,122,0,0,0,0,200,53.5%,174,46.5%,99,26.5%,60,16.0%,132,35.3%,11,2.9%,72,19.3%,103,27.5%,14,3.7%,251,67.1%,56.9%
01M839,Tompkins Square Middle School,2017-18,373,0,0,0,0,0,0,0,125,122,126,0,0,0,0,198,53.1%,175,46.9%,86,23.1%,51,13.7%,144,38.6%,14,3.8%,78,20.9%,103,27.6%,8,2.1%,259,69.4%,68.0%
01M839,Tompkins Square Middle School,2018-19,362,0,0,0,0,0,0,0,120,122,120,0,0,0,0,193,53.3%,169,46.7%,78,21.5%,47,13.0%,147,40.6%,14,3.9%,76,21.0%,99,27.3%,7,1.9%,244,67.4%,65.9%
02M001,P.S. 001 Alfred E. Smith,2014-15,465,57,69,64,61,67,79,68,0,0,0,0,0,0,0,214,46.0%,251,54.0%,310,66.7%,52,11.2%,95,20.4%,2,0.4%,6,1.3%,81,17.4%,146,31.4%,311,66.9%,71.9%
02M001,P.S. 001 Alfred E. Smith,2015-16,400,28,48,58,60,61,70,75,0,0,0,0,0,0,0,189,47.2%,211,52.7%,257,64.2%,49,12.3%,87,21.8%,3,0.7%,4,1.0%,101,25.2%,100,25.0%,246,61.5%,70.1%
02M001,P.S. 001 Alfred E. Smith,2016-17,356,34,50,48,55,53,53,63,0,0,0,0,0,0,0,178,50.0%,178,50.0%,216,60.7%,41,11.5%,84,23.6%,4,1.1%,11,3.1%,89,25.0%,83,23.3%,204,57.3%,68.0%
02M001,P.S. 001 Alfred E. Smith,2017-18,318,24,44,51,46,47,55,51,0,0,0,0,0,0,0,158,49.7%,160,50.3%,170,53.5%,56,17.6%,82,25.8%,4,1.3%,6,1.9%,90,28.3%,64,20.1%,257,80.8%,84.3%
02M001,P.S. 001 Alfred E. Smith,2018-19,295,29,35,40,42,47,47,55,0,0,0,0,0,0,0,137,46.4%,158,53.6%,147,49.8%,53,18.0%,84,28.5%,4,1.4%,7,2.4%,81,27.5%,56,19.0%,223,75.6%,81.4%
02M002,P.S. 002 Meyer London,2014-15,760,33,96,116,149,120,127,119,0,0,0,0,0,0,0,355,46.7%,405,53.3%,651,85.7%,33,4.3%,64,8.4%,0,0.0%,12,1.6%,137,18.0%,317,41.7%,740,97.4%,83.8%
02M002,P.S. 002 Meyer London,2015-16,672,21,86,84,107,139,117,118,0,0,0,0,0,0,0,313,46.6%,359,53.4%,573,85.3%,27,4.0%,63,9.4%,1,0.1%,8,1.2%,137,20.4%,241,35.9%,649,96.6%,81.4%
02M002,P.S. 002 Meyer London,2016-17,603,36,77,76,81,98,129,106,0,0,0,0,0,0,0,283,46.9%,320,53.1%,487,80.8%,34,5.6%,75,12.4%,0,0.0%,7,1.2%,121,20.1%,191,31.7%,579,96.0%,80.3%
02M002,P.S. 002 Meyer London,2017-18,552,22,88,69,81,79,93,120,0,0,0,0,0,0,0,261,47.3%,291,52.7%,434,78.6%,29,5.3%,82,14.9%,2,0.4%,5,0.9%,126,22.8%,180,32.6%,533,96.6%,91.0%
02M002,P.S. 002 Meyer London,2018-19,483,20,63,84,67,78,79,92,0,0,0,0,0,0,0,220,45.5%,263,54.5%,367,76.0%,39,8.1%,71,14.7%,0,0.0%,6,1.2%,109,22.6%,153,31.7%,450,93.2%,89.1%
02M003,P.S. 003 Charrette School,2014-15,809,51,112,142,122,159,111,112,0,0,0,0,0,0,0,393,48.6%,416,51.4%,52,6.4%,44,5.4%,95,11.7%,53,6.6%,565,69.8%,150,18.5%,35,4.3%,132,16.3%,16.0%
02M003,P.S. 003 Charrette School,2015-16,789,53,129,108,126,118,156,99,0,0,0,0,0,0,0,375,47.5%,414,52.5%,56,7.1%,42,5.3%,97,12.3%,41,5.2%,553,70.1%,152,19.3%,34,4.3%,132,16.7%,14.0%
02M003,P.S. 003 Charrette School,2016-17,778,50,132,118,103,117,111,147,0,0,0,0,0,0,0,393,50.5%,385,49.5%,52,6.7%,42,5.4%,105,13.5%,41,5.3%,538,69.2%,146,18.8%,32,4.1%,115,14.8%,13.9%
02M003,P.S. 003 Charrette School,2017-18,753,54,126,134,113,98,120,108,0,0,0,0,0,0,0,369,49.0%,384,51.0%,65,8.6%,43,5.7%,104,13.8%,39,5.2%,502,66.7%,157,20.8%,24,3.2%,165,21.9%,20.2%
02M003,P.S. 003 Charrette School,2018-19,731,54,125,111,127,100,99,115,0,0,0,0,0,0,0,357,48.8%,374,51.2%,69,9.4%,39,5.3%,119,16.3%,43,5.9%,461,63.1%,143,19.6%,32,4.4%,163,22.3%,17.5%
02M006,P.S. 006 Lillie D. Blake,2014-15,726,0,117,126,136,126,126,95,0,0,0,0,0,0,0,335,46.1%,391,53.9%,82,11.3%,18,2.5%,54,7.4%,25,3.4%,547,75.3%,123,16.9%,18,2.5%,55,7.6%,11.0%
02M006,P.S. 006 Lillie D. Blake,2015-16,700,0,105,113,120,124,124,114,0,0,0,0,0,0,0,321,45.9%,379,54.1%,91,13.0%,15,2.1%,50,7.1%,18,2.6%,526,75.1%,135,19.3%,13,1.9%,46,6.6%,10.4%
02M006,P.S. 006 Lillie D. Blake,2016-17,683,40,100,99,104,112,119,109,0,0,0,0,0,0,0,330,48.3%,353,51.7%,89,13.0%,14,2.0%,50,7.3%,18,2.6%,512,75.0%,114,16.7%,22,3.2%,44,6.4%,9.5%
02M006,P.S. 006 Lillie D. Blake,2017-18,694,78,100,105,93,97,106,115,0,0,0,0,0,0,0,340,49.0%,354,51.0%,103,14.8%,17,2.4%,45,6.5%,12,1.7%,517,74.5%,118,17.0%,20,2.9%,83,12.0%,12.4%
02M006,P.S. 006 Lillie D. Blake,2018-19,671,83,104,109,100,90,86,99,0,0,0,0,0,0,0,343,51.1%,328,48.9%,115,17.1%,16,2.4%,41,6.1%,11,1.6%,488,72.7%,103,15.4%,22,3.3%,82,12.2%,10.2%
02M011,P.S. 011 William T. Harris,2014-15,872,18,127,167,181,144,132,103,0,0,0,0,0,0,0,391,44.8%,481,55.2%,111,12.7%,64,7.3%,242,27.8%,31,3.6%,424,48.6%,127,14.6%,31,3.6%,255,29.2%,29.8%
02M011,P.S. 011 William T. Harris,2015-16,921,18,146,133,161,186,148,129,0,0,0,0,0,0,0,434,47.1%,487,52.9%,133,14.4%,63,6.8%,234,25.4%,39,4.2%,452,49.1%,127,13.8%,32,3.5%,260,28.2%,29.6%
02M011,P.S. 011 William T. Harris,2016-17,931,18,146,154,131,156,181,145,0,0,0,0,0,0,0,464,49.8%,467,50.2%,139,14.9%,68,7.3%,224,24.1%,42,4.5%,458,49.2%,125,13.4%,32,3.4%,262,28.1%,27.5%
02M011,P.S. 011 William T. Harris,2017-18,923,18,140,155,146,131,150,183,0,0,0,0,0,0,0,463,50.2%,460,49.8%,146,15.8%,57,6.2%,223,24.2%,60,6.5%,437,47.3%,137,14.8%,30,3.3%,277,30.0%,34.4%
02M011,P.S. 011 William T. Harris,2018-19,888,18,153,137,155,145,134,146,0,0,0,0,0,0,0,430,48.4%,458,51.6%,137,15.4%,51,5.7%,216,24.3%,75,8.4%,409,46.1%,133,15.0%,29,3.3%,276,31.1%,33.6%
02M033,P.S. 033 Chelsea Prep,2014-15,634,36,102,113,92,113,109,69,0,0,0,0,0,0,0,321,50.6%,313,49.4%,158,24.9%,75,11.8%,197,31.1%,43,6.8%,161,25.4%,78,12.3%,33,5.2%,314,49.5%,42.3%
02M033,P.S. 033 Chelsea Prep,2015-16,639,30,90,107,111,94,103,104,0,0,0,0,0,0,0,323,50.5%,316,49.5%,161,25.2%,76,11.9%,190,29.7%,43,6.7%,169,26.4%,83,13.0%,25,3.9%,298,46.6%,39.2%
02M033,P.S. 033 Chelsea Prep,2016-17,622,34,87,93,113,102,93,100,0,0,0,0,0,0,0,323,51.9%,299,48.1%,142,22.8%,89,14.3%,178,28.6%,54,8.7%,159,25.6%,87,14.0%,20,3.2%,286,46.0%,41.5%
02M033,P.S. 033 Chelsea Prep,2017-18,650,36,100,96,98,121,102,97,0,0,0,0,0,0,0,342,52.6%,308,47.4%,147,22.6%,117,18.0%,183,28.2%,54,8.3%,149,22.9%,101,15.5%,29,4.5%,313,48.2%,49.9%
02M033,P.S. 033 Chelsea Prep,2018-19,632,33,81,114,94,99,113,98,0,0,0,0,0,0,0,315,49.8%,317,50.2%,149,23.6%,116,18.4%,182,28.8%,56,8.9%,129,20.4%,93,14.7%,38,6.0%,308,48.7%,48.7%
02M040,P.S. 040 Augustus Saint-Gaudens,2014-15,624,18,116,114,97,96,96,87,0,0,0,0,0,0,0,313,50.2%,311,49.8%,57,9.1%,18,2.9%,85,13.6%,63,10.1%,401,64.3%,114,18.3%,9,1.4%,54,8.7%,12.1%
02M040,P.S. 040 Augustus Saint-Gaudens,2015-16,631,36,99,100,108,97,95,96,0,0,0,0,0,0,0,324,51.3%,307,48.7%,54,8.6%,18,2.9%,84,13.3%,73,11.6%,402,63.7%,115,18.2%,16,2.5%,53,8.4%,11.2%
02M040,P.S. 040 Augustus Saint-Gaudens,2016-17,650,35,126,103,94,103,96,93,0,0,0,0,0,0,0,336,51.7%,314,48.3%,70,10.8%,18,2.8%,93,14.3%,67,10.3%,402,61.8%,119,18.3%,25,3.8%,54,8.3%,11.1%
02M040,P.S. 040 Augustus Saint-Gaudens,2017-18,673,36,127,125,96,96,97,96,0,0,0,0,0,0,0,346,51.4%,327,48.6%,80,11.9%,10,1.5%,95,14.1%,73,10.8%,415,61.7%,117,17.4%,21,3.1%,67,10.0%,16.4%
02M040,P.S. 040 Augustus Saint-Gaudens,2018-19,708,35,125,138,125,96,93,96,0,0,0,0,0,0,0,357,50.4%,351,49.6%,86,12.1%,12,1.7%,99,14.0%,72,10.2%,439,62.0%,113,16.0%,18,2.5%,81,11.4%,13.9%
02M041,P.S. 041 Greenwich Village,2014-15,757,35,100,134,122,116,116,134,0,0,0,0,0,0,0,388,51.3%,369,48.7%,71,9.4%,16,2.1%,72,9.5%,80,10.6%,518,68.4%,128,16.9%,9,1.2%,31,4.1%,5.8%
02M041,P.S. 041 Greenwich Village,2015-16,721,36,121,91,131,115,118,109,0,0,0,0,0,0,0,375,52.0%,346,48.0%,66,9.2%,13,1.8%,69,9.6%,75,10.4%,498,69.1%,121,16.8%,14,1.9%,29,4.0%,5.2%
02M041,P.S. 041 Greenwich Village,2016-17,699,36,97,124,91,125,114,112,0,0,0,0,0,0,0,379,54.2%,320,45.8%,57,8.2%,13,1.9%,62,8.9%,84,12.0%,483,69.1%,113,16.2%,10,1.4%,31,4.4%,5.2%
02M041,P.S. 041 Greenwich Village,2017-18,694,36,119,100,119,90,123,107,0,0,0,0,0,0,0,376,54.2%,318,45.8%,54,7.8%,9,1.3%,72,10.4%,80,11.5%,479,69.0%,108,15.6%,11,1.6%,65,9.4%,7.8%
02M041,P.S. 041 Greenwich Village,2018-19,694,53,110,112,95,118,90,116,0,0,0,0,0,0,0,355,51.2%,339,48.8%,51,7.3%,10,1.4%,63,9.1%,90,13.0%,480,69.2%,112,16.1%,11,1.6%,49,7.1%,7.6%
02M042,P.S. 042 Benjamin Altman,2014-15,776,36,105,104,139,135,133,124,0,0,0,0,0,0,0,358,46.1%,418,53.9%,716,92.3%,7,0.9%,29,3.7%,4,0.5%,20,2.6%,118,15.2%,230,29.6%,520,67.0%,75.6%
02M042,P.S. 042 Benjamin Altman,2015-16,737,46,102,99,94,132,132,132,0,0,0,0,0,0,0,341,46.3%,396,53.7%,686,93.1%,2,0.3%,30,4.1%,4,0.5%,15,2.0%,122,16.6%,202,27.4%,455,61.7%,72.9%
02M042,P.S. 042 Benjamin Altman,2016-17,654,38,94,90,94,89,122,127,0,0,0,0,0,0,0,312,47.7%,342,52.3%,598,91.4%,4,0.6%,34,5.2%,4,0.6%,14,2.1%,118,18.0%,209,32.0%,371,56.7%,70.6%
02M042,P.S. 042 Benjamin Altman,2017-18,653,42,112,99,95,90,86,129,0,0,0,0,0,0,0,307,47.0%,346,53.0%,579,88.7%,9,1.4%,44,6.7%,5,0.8%,16,2.5%,112,17.2%,225,34.5%,498,76.3%,82.4%
02M042,P.S. 042 Benjamin Altman,2018-19,574,34,82,105,98,91,81,83,0,0,0,0,0,0,0,277,48.3%,297,51.7%,497,86.6%,8,1.4%,43,7.5%,3,0.5%,23,4.0%,96,16.7%,187,32.6%,400,69.7%,78.5%
02M047,47 The American Sign Language and English Secondar,2014-15,169,0,0,0,0,0,0,0,0,0,0,44,50,68,7,109,64.5%,60,35.5%,2,1.2%,48,28.4%,109,64.5%,1,0.6%,9,5.3%,43,25.4%,8,4.7%,141,83.4%,73.1%
02M047,47 The American Sign Language and English Secondar,2015-16,186,0,0,0,0,0,0,0,0,0,0,50,39,52,45,121,65.1%,65,34.9%,3,1.6%,50,26.9%,118,63.4%,3,1.6%,12,6.5%,44,23.7%,11,5.9%,159,85.5%,69.4%
02M047,47 The American Sign Language and English Secondar,2016-17,179,0,0,0,0,0,0,0,0,0,0,56,51,37,35,130,72.6%,49,27.4%,3,1.7%,55,30.7%,110,61.5%,3,1.7%,8,4.5%,46,25.7%,9,5.0%,160,89.4%,72.5%
02M047,47 The American Sign Language and English Secondar,2017-18,165,0,0,0,0,1,0,0,0,0,0,38,57,32,37,123,74.5%,42,25.5%,3,1.8%,47,28.5%,107,64.8%,3,1.8%,5,3.0%,54,32.7%,13,7.9%,146,88.5%,83.6%
02M047,47 The American Sign Language and English Secondar,2018-19,196,0,0,0,0,0,0,0,0,0,0,76,35,46,39,140,71.4%,56,28.6%,6,3.1%,54,27.6%,126,64.3%,1,0.5%,9,4.6%,53,27.0%,9,4.6%,173,88.3%,76.8%
02M051,P.S. 051 Elias Howe,2014-15,350,36,53,55,46,57,54,49,0,0,0,0,0,0,0,172,49.1%,178,50.9%,74,21.1%,43,12.3%,166,47.4%,7,2.0%,60,17.1%,91,26.0%,43,12.3%,209,59.7%,58.2%
02M051,P.S. 051 Elias Howe,2015-16,370,48,52,48,62,47,59,54,0,0,0,0,0,0,0,176,47.6%,194,52.4%,87,23.5%,45,12.2%,157,42.4%,8,2.2%,73,19.7%,93,25.1%,35,9.5%,176,47.6%,47.3%
02M051,P.S. 051 Elias Howe,2016-17,389,49,70,53,50,59,51,57,0,0,0,0,0,0,0,208,53.5%,181,46.5%,81,20.8%,47,12.1%,177,45.5%,6,1.5%,78,20.1%,86,22.1%,38,9.8%,182,46.8%,48.6%
02M051,P.S. 051 Elias Howe,2017-18,453,68,66,73,62,59,64,61,0,0,0,0,0,0,0,232,51.2%,221,48.8%,81,17.9%,72,15.9%,205,45.3%,14,3.1%,81,17.9%,103,22.7%,35,7.7%,269,59.4%,60.2%
02M051,P.S. 051 Elias Howe,2018-19,481,71,64,77,73,68,64,64,0,0,0,0,0,0,0,246,51.1%,235,48.9%,62,12.9%,71,14.8%,229,47.6%,14,2.9%,105,21.8%,94,19.5%,35,7.3%,270,56.1%,58.1%
02M059,P.S. 059 Beekman Hill International,2014-15,596,0,104,89,110,98,94,101,0,0,0,0,0,0,0,273,45.8%,323,54.2%,78,13.1%,14,2.3%,85,14.3%,59,9.9%,360,60.4%,106,17.8%,28,4.7%,66,11.1%,7.1%
02M059,P.S. 059 Beekman Hill International,2015-16,573,0,102,102,76,101,95,97,0,0,0,0,0,0,0,273,47.6%,300,52.4%,88,15.4%,12,2.1%,74,12.9%,59,10.3%,340,59.3%,105,18.3%,23,4.0%,66,11.5%,7.0%
02M059,P.S. 059 Beekman Hill International,2016-17,576,0,117,97,100,67,99,96,0,0,0,0,0,0,0,282,49.0%,294,51.0%,95,16.5%,11,1.9%,66,11.5%,59,10.2%,345,59.9%,111,19.3%,21,3.6%,56,9.7%,4.9%
02M059,P.S. 059 Beekman Hill International,2017-18,614,20,118,104,112,101,62,97,0,0,0,0,0,0,0,313,51.0%,301,49.0%,108,17.6%,8,1.3%,64,10.4%,57,9.3%,377,61.4%,102,16.6%,23,3.7%,58,9.4%,8.7%
02M059,P.S. 059 Beekman Hill International,2018-19,598,20,100,111,102,104,96,65,0,0,0,0,0,0,0,306,51.2%,292,48.8%,119,19.9%,8,1.3%,63,10.5%,61,10.2%,347,58.0%,83,13.9%,28,4.7%,68,11.4%,7.8%
02M077,P.S. 77 Lower Lab School,2014-15,350,0,52,59,62,60,55,62,0,0,0,0,0,0,0,184,52.6%,166,47.4%,79,22.6%,3,0.9%,22,6.3%,28,8.0%,218,62.3%,45,12.9%,0,0.0%,18,5.1%,7.9%
02M077,P.S. 77 Lower Lab School,2015-16,345,0,49,61,60,62,60,53,0,0,0,0,0,0,0,175,50.7%,170,49.3%,93,27.0%,1,0.3%,18,5.2%,31,9.0%,202,58.6%,40,11.6%,0,0.0%,15,4.3%,6.3%
02M077,P.S. 77 Lower Lab School,2016-17,359,0,50,64,64,63,60,58,0,0,0,0,0,0,0,179,49.9%,180,50.1%,108,30.1%,1,0.3%,17,4.7%,38,10.6%,195,54.3%,41,11.4%,1,0.3%,15,4.2%,7.1%
02M077,P.S. 77 Lower Lab School,2017-18,358,0,50,60,64,64,63,57,0,0,0,0,0,0,0,174,48.6%,184,51.4%,112,31.3%,1,0.3%,22,6.1%,42,11.7%,181,50.6%,36,10.1%,0,0.0%,20,5.6%,9.7%
02M077,P.S. 77 Lower Lab School,2018-19,360,0,50,60,64,64,64,58,0,0,0,0,0,0,0,174,48.3%,186,51.7%,118,32.8%,1,0.3%,17,4.7%,42,11.7%,182,50.6%,32,8.9%,0,0.0%,39,10.8%,9.1%
02M089,P.S. 89,2014-15,442,36,86,98,64,66,52,40,0,0,0,0,0,0,0,213,48.2%,229,51.8%,64,14.5%,10,2.3%,66,14.9%,28,6.3%,274,62.0%,70,15.8%,19,4.3%,17,3.8%,6.6%
02M089,P.S. 89,2015-16,425,36,70,69,86,52,62,50,0,0,0,0,0,0,0,195,45.9%,230,54.1%,70,16.5%,8,1.9%,61,14.4%,22,5.2%,264,62.1%,70,16.5%,19,4.5%,15,3.5%,5.8%
02M089,P.S. 89,2016-17,412,36,75,55,65,76,48,57,0,0,0,0,0,0,0,199,48.3%,213,51.7%,67,16.3%,9,2.2%,66,16.0%,19,4.6%,251,60.9%,72,17.5%,16,3.9%,12,2.9%,5.8%
02M089,P.S. 89,2017-18,433,36,97,64,53,62,76,45,0,0,0,0,0,0,0,212,49.0%,221,51.0%,75,17.3%,7,1.6%,62,14.3%,34,7.9%,255,58.9%,69,15.9%,20,4.6%,87,20.1%,7.4%
02M089,P.S. 89,2018-19,456,35,88,92,63,47,61,70,0,0,0,0,0,0,0,218,47.8%,238,52.2%,87,19.1%,7,1.5%,54,11.8%,38,8.3%,270,59.2%,65,14.3%,28,6.1%,40,8.8%,9.2%
02M104,J.H.S. 104 Simon Baruch,2014-15,1073,0,0,0,0,0,0,0,391,342,340,0,0,0,0,517,48.2%,556,51.8%,479,44.6%,95,8.9%,216,20.1%,21,2.0%,262,24.4%,183,17.1%,69,6.4%,667,62.2%,50.8%
02M104,J.H.S. 104 Simon Baruch,2015-16,1113,0,0,0,0,0,0,0,366,401,346,0,0,0,0,489,43.9%,624,56.1%,441,39.6%,90,8.1%,235,21.1%,35,3.1%,312,28.0%,199,17.9%,52,4.7%,621,55.8%,43.8%
02M104,J.H.S. 104 Simon Baruch,2016-17,1145,0,0,0,0,0,0,0,373,369,403,0,0,0,0,514,44.9%,631,55.1%,412,36.0%,86,7.5%,215,18.8%,44,3.8%,388,33.9%,201,17.6%,53,4.6%,529,46.2%,36.0%
