DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
06M173,P.S. 173,72%,96%,N/A,N/A,N/A,N/A,4.11,N/A,4.16
06M178,Professor Juan Bosch Public School,100%,100%,N/A,4.55,4.23,4.07,4.53,4.51,4.44
06M187,P.S./I.S. 187 Hudson Cliffs,77%,72%,61%,3.72,4.11,4.01,3.75,4.07,4.00
06M189,P.S. 189,81%,97%,N/A,3.08,2.98,3.33,2.72,3.40,3.37
06M192,P.S. 192 Jacob H. Schiff,88%,96%,N/A,N/A,N/A,N/A,3.20,N/A,3.29
06M209,Hamilton Grange Middle School,81%,90%,93%,3.54,4.11,3.55,3.46,3.63,3.80
06M210,P.S./I.S. 210 - Twenty-First Century Academy For Community Leadership,88%,89%,99%,3.69,3.77,3.72,3.60,3.43,3.45
06M211,Inwood Early College For Health And Information Technologies,38%,91%,90%,N/A,N/A,N/A,3.45,N/A,3.52
06M218,I.S. 218 Salome Urena,37%,43%,50%,N/A,N/A,N/A,3.27,N/A,2.78
06M223,The Mott Hall School,60%,88%,100%,N/A,N/A,N/A,3.79,N/A,4.22
06M278,Paula Hedbavny School,80%,94%,99%,3.83,4.28,4.08,4.11,3.85,4.52
06M293,City College Academy Of The Arts,49%,57%,97%,N/A,N/A,N/A,3.44,N/A,2.66
06M311,Amistad Dual Language School,73%,100%,100%,3.62,3.97,3.56,3.38,3.29,3.85
06M314,Muscota,62%,83%,N/A,4.05,4.32,3.81,4.54,4.05,3.82
06M319,M.S. 319 - Maria Teresa,94%,81%,96%,4.30,4.02,4.74,4.08,4.60,4.16
06M322,Middle School 322,81%,82%,97%,3.74,3.16,4.23,3.86,4.27,3.38
06M324,M.S. 324 - Patria Mirabal,93%,87%,97%,4.53,4.45,4.73,4.14,4.36,4.33
06M325,P.S. 325,83%,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
06M328,Community Math & Science Prep,95%,100%,96%,3.10,3.28,3.06,3.03,3.86,3.55
06M346,Community Health Academy Of The Heights,61%,96%,88%,4.75,4.57,3.68,3.95,4.02,4.47
06M348,Washington Heights Expeditionary Learning School,39%,87%,84%,4.38,3.33,3.55,3.80,3.43,4.16
06M349,Harbor Heights,100%,100%,99%,3.57,3.54,3.69,4.05,3.63,3.83
06M366,Washington Heights Academy,68%,97%,100%,N/A,N/A,N/A,3.71,N/A,4.05
06M368,Hamilton Heights School,41%,63%,N/A,2.31,1.90,1.88,2.69,3.40,2.17
06M423,High School For Excellence And Innovation,56%,95%,62%,N/A,N/A,N/A,3.40,N/A,4.57
06M457,George Washington Yabc,52%,79%,67%,3.95,4.76,4.20,4.15,4.42,3.79
06M462,The College Academy,50%,100%,84%,3.35,3.45,3.39,2.86,2.86,2.90
06M463,High School For Media And Communications,61%,85%,78%,2.34,3.35,2.30,3.69,3.44,3.60
06M467,High School For Law And Public Service,45%,81%,83%,3.48,3.70,2.87,3.19,3.95,4.18
06M468,High School For Health Careers And Sciences,85%,95%,94%,N/A,N/A,N/A,3.35,N/A,2.95
06M513,Castle Bridge School,63%,95%,N/A,N/A,N/A,N/A,3.82,N/A,4.06
06M528,I.S. 528 Bea Fuller Rodgers School,100%,100%,100%,N/A,N/A,N/A,4.43,N/A,4.00
06M540,A. Philip Randolph Campus High School,16%,91%,23%,3.47,3.46,2.76,N/A,2.15,3.26
06M552,Gregorio Luperon High School For Science And Mathematics,51%,83%,76%,N/A,N/A,N/A,4.57,N/A,4.41
07X001,P.S. 001 Courtlandt School,82%,63%,N/A,N/A,N/A,N/A,2.31,N/A,2.20
07X005,P.S. 5 Port Morris,50%,91%,92%,2.69,2.78,3.99,2.83,2.55,2.59
07X018,P.S. 018 John Peter Zenger,100%,91%,N/A,3.35,3.33,3.39,2.58,3.08,3.63
07X025,P.S. 025 Bilingual School,33%,87%,N/A,3.02,3.00,3.34,2.90,3.20,2.59
07X029,P.S./M.S. 029 Melrose School,62%,96%,91%,4.18,3.63,3.97,3.32,3.21,3.51
07X030,P.S. 030 Wilton,90%,76%,N/A,N/A,N/A,N/A,2.73,N/A,2.75
07X031,P.S./M.S. 031 The William Lloyd Garrison,34%,67%,81%,3.06,3.26,2.20,2.49,1.91,3.00
07X043,P.S. 043 Jonas Bronck,42%,86%,N/A,3.57,3.52,3.01,2.91,2.76,3.23
07X049,P.S. 049 Willis Avenue,70%,93%,N/A,3.00,3.16,4.08,2.68,2.44,2.62
07X065,P.S. 065 Mother Hale Academy,95%,97%,N/A,3.21,3.34,3.04,2.31,2.43,2.84
07X151,J.H.S. 151 Lou Gehrig,65%,100%,84%,3.47,3.57,3.76,3.27,3.27,3.69
07X154,P.S. 154 Jonathan D. Hyatt,55%,92%,N/A,N/A,N/A,N/A,4.36,N/A,3.38
07X157,P.S. 157 Grove Hill,54%,60%,N/A,4.33,3.71,4.41,3.32,2.87,3.58
07X161,P.S. 161 Juan Ponce De Leon School,53%,76%,N/A,3.11,2.69,2.65,2.36,2.76,3.11
07X162,J.H.S. 162 Lola Rodriguez De Tio,48%,82%,93%,N/A,N/A,N/A,N/A,N/A,N/A
07X179,P.S. 179,63%,82%,N/A,3.57,3.74,3.50,2.95,3.29,4.17
07X221,South Bronx Preparatory: A College Board School,61%,90%,92%,4.57,4.17,4.42,4.61,2.91,4.26
07X223,M.S. 223 The Laboratory School Of Finance And Technology,52%,94%,87%,4.25,3.63,4.66,3.94,2.72,3.95
07X224,P.S./I.S. 224,95%,72%,91%,N/A,N/A,N/A,2.56,N/A,3.05
07X259,"H.E.R.O. High (Health, Education, And Research Occupations High School)",34%,91%,69%,3.57,4.28,3.40,2.84,4.11,3.89
07X277,P.S. 277,36%,60%,N/A,3.38,2.14,3.14,2.53,2.98,2.84
07X296,South Bronx Academy For Applied Media,75%,96%,96%,2.58,2.28,2.44,2.26,2.65,2.39
07X298,Academy Of Public Relations,90%,96%,100%,2.39,2.09,3.07,3.09,3.41,2.72
07X334,International Community High School,27%,87%,89%,4.48,3.88,3.66,4.18,3.54,4.24
07X343,Academy Of Applied Mathematics And Technology,44%,100%,94%,4.84,4.62,4.14,3.80,3.34,4.30
07X359,Concourse Village Elementary School,86%,94%,N/A,4.80,4.72,4.60,3.95,4.05,4.45
07X369,Young Leaders Elementary School,72%,93%,N/A,3.69,3.71,3.47,2.70,3.50,4.45
07X379,Jill Chaifetz Transfer High School,19%,100%,48%,3.93,4.97,3.47,3.35,4.05,4.35
07X381,Bronx Haven High School,25%,93%,82%,3.13,3.52,3.10,3.86,2.20,3.74
07X427,Community School For Social Justice,58%,100%,86%,4.89,4.73,4.47,3.99,4.99,4.98
07X456,Alfred E. Smith Campus Yabc,9%,100%,70%,3.36,2.76,3.29,3.81,2.66,2.99
07X473,Mott Haven Village Preparatory High School,51%,100%,76%,2.75,2.94,2.77,2.69,3.13,2.81
07X495,University Heights Secondary School,81%,100%,65%,3.83,4.66,3.55,4.26,4.74,4.26
07X500,Hostos-Lincoln Academy Of Science,23%,68%,92%,3.11,3.47,2.99,3.64,3.21,3.37
07X522,Bronx Design And Construction Academy,35%,98%,59%,2.25,1.00,2.58,2.08,1.64,1.20
07X527,Bronx Leadership Academy Ii High School,46%,64%,77%,3.97,3.27,3.45,3.75,3.15,3.72
07X547,New Explorers High School,27%,100%,61%,N/A,N/A,N/A,1.64,N/A,1.55
07X548,Careers In Sports High School,9%,87%,43%,3.86,4.05,3.30,2.69,3.30,3.42
07X551,The Urban Assembly Bronx Academy Of Letters,46%,82%,71%,N/A,N/A,N/A,2.76,N/A,3.71
07X557,Mott Haven Community High School,44%,82%,81%,3.97,3.98,2.91,3.90,4.26,4.60
07X600,Alfred E. Smith Career And Technical Education High School,15%,38%,86%,N/A,N/A,N/A,2.95,N/A,N/A
07X670,Health Opportunities High School,74%,100%,75%,3.57,4.18,2.69,3.08,3.05,3.61
08X014,P.S. X014 Senator John Calandra,83%,89%,N/A,4.57,4.24,3.60,3.63,3.41,4.22
08X036,P.S. 036 Unionport,71%,83%,N/A,4.69,4.47,3.61,3.76,4.61,4.48
08X048,P.S. 048 Joseph R. Drake,25%,90%,N/A,N/A,N/A,N/A,2.03,N/A,1.94
08X062,P.S. 062 Inocensio Casanova,51%,90%,N/A,4.45,4.16,3.49,3.26,3.30,4.14
08X069,P.S. 069 Journey Prep School,54%,82%,N/A,4.64,4.38,4.88,3.77,3.41,4.45
08X071,P.S. 071 Rose E. Scala,30%,93%,95%,4.09,3.52,3.61,3.28,2.98,3.24
08X072,P.S. 072 Dr. William Dorney,50%,97%,N/A,4.60,3.91,3.48,3.44,3.30,3.37
08X075,P.S. 75 School Of Research And Discovery,71%,96%,N/A,3.68,3.66,4.12,3.23,2.02,3.39
08X093,P.S. 093 Albert G. Oliver,47%,39%,N/A,3.60,3.75,3.54,3.46,3.20,3.58
08X100,P.S. 100 Isaac Clason,16%,58%,N/A,4.53,3.99,4.34,3.37,1.80,3.53
08X101,M.S. X101 Edward R. Byrne,77%,80%,96%,3.96,4.27,2.83,3.19,3.19,3.81
08X107,P.S. 107,94%,100%,N/A,3.80,3.70,3.26,3.20,2.76,3.56
08X119,The Dr. Emmett W. Bassett School,61%,82%,N/A,2.47,1.63,2.24,2.75,2.65,2.98
08X123,J.H.S. 123 James M. Kieran,53%,82%,95%,N/A,N/A,N/A,2.63,N/A,2.87
08X125,J.H.S. 125 Henry Hudson,28%,59%,86%,N/A,N/A,N/A,1.94,N/A,2.44
08X130,P.S. 130 Abram Stevens Hewitt,97%,100%,N/A,3.87,3.46,2.45,3.35,3.30,4.45
08X131,J.H.S. 131 Albert Einstein,42%,90%,97%,4.07,3.17,3.42,2.60,2.37,2.68
08X138,P.S. 138 Samuel Randall,49%,54%,N/A,3.19,2.42,2.98,2.82,2.55,3.26
08X140,P.S. X140 The Eagle School,32%,82%,N/A,2.77,2.67,2.49,2.28,2.44,2.64
08X146,P.S. 146 Edward Collins,54%,97%,N/A,2.68,2.27,2.93,2.51,2.01,2.17
08X152,P.S. 152 Evergreen,16%,55%,N/A,3.93,2.49,3.40,3.36,2.24,3.03
08X182,P.S. 182,40%,59%,N/A,N/A,N/A,N/A,2.64,N/A,2.35
08X269,Bronx Studio School For Writers And Artists,35%,84%,74%,N/A,N/A,N/A,2.98,N/A,3.43
08X282,Women'S Academy Of Excellence,60%,85%,85%,3.45,3.28,3.36,2.12,1.15,2.42
08X293,Renaissance High School For Musical Theater & Technology,33%,97%,85%,4.39,4.04,4.22,3.23,2.93,3.71
08X301,M.S. 301 Paul L. Dunbar,38%,89%,97%,N/A,N/A,N/A,3.43,N/A,3.18
08X302,M.S. 302 Luisa Dessus Cruz,59%,85%,79%,N/A,N/A,N/A,2.78,N/A,3.84
08X304,P.S. 304 Early Childhood School,81%,100%,N/A,3.54,3.64,3.48,3.88,4.47,4.07
08X305,Pablo Neruda Academy,44%,97%,72%,N/A,N/A,N/A,N/A,N/A,N/A
08X312,Millennium Art Academy,41%,97%,83%,3.37,3.15,2.38,3.13,3.53,4.03
08X320,Pelham Lab High School,33%,83%,71%,2.78,3.35,2.57,2.40,3.42,2.86
08X332,Holcombe L. Rucker School Of Community Research,37%,100%,73%,N/A,N/A,N/A,3.10,N/A,4.09
08X333,P.S. 333 - The Museum School,34%,81%,N/A,3.29,3.16,2.91,2.37,2.44,3.97
08X335,The Academy Of The Arts,39%,83%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
08X337,The School For Inquiry And Social Justice,62%,98%,98%,4.65,4.32,4.75,3.79,3.18,3.42
08X348,Schuylerville Preparatory High School,23%,69%,92%,N/A,N/A,N/A,2.37,N/A,3.08
08X349,Bronx River High School,45%,90%,90%,3.70,3.45,3.75,2.66,2.58,2.91
08X367,"Archimedes Academy For Math, Science And Technology Applications",26%,82%,76%,2.37,2.73,3.14,2.25,1.38,1.54
08X371,Urban Institute Of Mathematics,90%,96%,99%,4.26,4.01,3.95,3.25,2.92,3.52
08X375,The Bronx Mathematics Preparatory School,81%,93%,87%,N/A,N/A,N/A,2.21,N/A,2.79
08X376,Antonia Pantoja Preparatory Academy: A College Board School,35%,81%,83%,N/A,N/A,N/A,2.74,N/A,3.10
08X377,Bronx Community High School,10%,94%,74%,4.07,4.77,3.81,3.40,3.59,4.03
08X392,Bronx Delta School,88%,100%,N/A,N/A,N/A,N/A,3.64,N/A,4.12
08X405,Herbert H. Lehman High School,12%,93%,64%,N/A,N/A,N/A,2.80,N/A,2.49
08X408,Herbert H. Lehman Yabc,15%,67%,39%,4.03,4.32,3.93,3.98,4.14,4.51
08X424,The Hunts Point School,54%,77%,97%,N/A,N/A,N/A,2.25,N/A,1.60
08X432,Bronx Bridges High School,43%,94%,57%,3.34,2.87,2.68,3.07,3.72,3.85
08X448,Soundview Academy For Culture And Scholarship,4%,96%,96%,4.02,2.32,4.15,3.60,3.37,3.04
08X452,Bronx Guild,27%,83%,39%,3.45,3.69,3.33,3.51,2.53,3.63
08X467,Mott Hall Community School,49%,89%,98%,2.20,2.97,2.13,2.38,2.79,2.99
08X507,Stevenson Yabc,45%,75%,65%,4.19,4.32,3.78,3.97,3.91,4.25
08X519,"Felisa Rincon De Gautier Institute For Law And Public Policy, The",13%,91%,50%,2.64,2.62,2.29,2.52,2.52,2.88
08X530,Banana Kelly High School,74%,100%,81%,N/A,N/A,N/A,3.81,N/A,4.35
08X537,Bronx Arena High School,16%,93%,44%,4.84,4.87,4.78,3.71,3.76,4.87
08X558,Westchester Square Academy,33%,100%,83%,2.47,1.00,3.56,3.07,1.77,1.86
08X559,School For Tourism And Hospitality,13%,65%,48%,N/A,N/A,N/A,2.31,N/A,3.55
08X561,Bronx Compass High School,10%,97%,77%,N/A,N/A,N/A,1.98,N/A,3.29
08X562,Blueprint Middle School,29%,85%,95%,N/A,N/A,N/A,3.26,N/A,3.55
09X004,P.S./M.S. 004 Crotona Park West,78%,90%,73%,3.69,2.75,3.34,2.83,2.44,3.74
09X011,P.S. 011 Highbridge,40%,49%,N/A,3.39,2.59,4.14,3.24,2.87,3.08
09X022,J.H.S. 022 Jordan L. Mott,69%,100%,86%,N/A,N/A,N/A,3.76,N/A,4.08
09X028,P.S. 028 Mount Hope,10%,52%,N/A,3.47,3.19,3.50,2.61,2.65,3.14
09X035,P.S. 035 Franz Siegel,66%,68%,N/A,3.72,3.49,3.39,2.84,2.44,3.83
09X042,P.S. 042 Claremont,58%,100%,N/A,N/A,N/A,N/A,4.04,N/A,4.03
09X053,P.S. 053 Basheer Quisim,31%,89%,N/A,3.48,3.59,3.54,2.68,1.80,3.21
09X055,P.S. 055 Benjamin Franklin,59%,81%,N/A,N/A,N/A,N/A,3.19,N/A,3.82
09X058,P.S. 058,48%,62%,N/A,N/A,N/A,N/A,2.76,N/A,2.94
09X063,P.S. 063 Author'S Academy,54%,100%,N/A,4.09,3.67,3.80,2.93,3.41,3.99
09X070,P.S. 070 Max Schoenfeld,38%,81%,N/A,3.39,3.44,3.29,2.02,2.34,2.74
09X073,P.S. 073 Bronx,51%,76%,N/A,2.87,2.66,2.24,2.41,1.91,2.65
09X088,P.S. X088 - S. Silverstein Little Sparrow School,25%,93%,N/A,3.77,2.38,4.05,3.26,2.87,2.63
09X109,P.S. 109 Sedgwick,50%,91%,N/A,N/A,N/A,N/A,2.80,N/A,3.45
09X110,P.S. 110 Theodore Schoenfeld,20%,41%,N/A,3.67,3.98,4.24,3.43,2.86,2.56
09X114,P.S. X114 - Luis Llorens Torres Schools,44%,90%,N/A,3.45,3.45,3.37,2.43,2.34,3.51
09X117,I.S. 117 Joseph H. Wade,78%,98%,92%,N/A,N/A,N/A,2.64,N/A,3.13
09X126,P.S. 126 Dr Marjorie H Dunbar,51%,87%,N/A,2.62,2.93,2.91,2.27,1.91,2.04
09X128,Mott Hall Iii,71%,72%,95%,4.36,3.74,3.96,3.74,3.44,3.31
09X132,P.S. 132 Garret A. Morgan,52%,41%,N/A,2.47,2.80,2.91,2.22,2.23,2.23
09X145,J.H.S. 145 Arturo Toscanini,29%,36%,37%,N/A,N/A,N/A,N/A,N/A,N/A
09X163,P.S. 163 Arthur A. Schomburg,73%,56%,N/A,N/A,N/A,N/A,2.89,N/A,2.55
09X170,P.S. 170,95%,91%,N/A,3.98,4.52,4.01,3.98,4.39,4.57
09X199,P.S. 199X - The Shakespeare School,50%,67%,N/A,N/A,N/A,N/A,3.07,N/A,3.08
09X204,P.S. 204 Morris Heights,94%,100%,N/A,4.88,4.51,4.42,3.67,3.50,4.48
09X215,Kappa,72%,77%,94%,3.96,4.25,3.97,3.58,3.06,3.47
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,66%,95%,100%,3.68,2.24,3.21,3.82,2.41,2.77
09X219,I.S. 219 New Venture School,54%,82%,95%,N/A,N/A,N/A,3.14,N/A,2.24
09X227,Bronx Collegiate Academy,29%,93%,66%,N/A,N/A,N/A,4.11,N/A,4.10
09X229,I.S. 229 Roland Patterson,74%,77%,99%,1.58,2.10,1.96,1.67,3.34,2.91
09X231,Eagle Academy For Young Men,31%,58%,84%,N/A,N/A,N/A,3.43,N/A,2.66
09X232,I.S. 232,77%,65%,91%,1.94,1.60,1.90,2.10,2.17,1.97
09X236,P.S. 236 Langston Hughes,79%,89%,N/A,3.25,2.85,3.28,4.03,3.62,3.48
09X241,"Urban Assembly School For Applied Math And Science, The",37%,100%,82%,3.86,3.20,4.23,3.35,3.10,3.30
09X250,Eximius College Preparatory Academy: A College Board School,38%,94%,90%,4.44,4.27,4.66,3.74,3.97,3.87
09X252,Mott Hall Bronx High School,23%,96%,84%,3.49,4.22,3.37,3.79,3.43,3.90
09X260,Bronx Center For Science And Mathematics,56%,97%,92%,4.25,3.59,4.76,4.24,2.76,3.61
09X263,Validus Preparatory Academy,42%,83%,59%,N/A,N/A,N/A,2.88,N/A,4.08
09X274,The New American Academy At Roberto Clemente State Park,36%,73%,N/A,4.63,3.97,3.88,2.68,2.98,3.95
09X276,Leadership Institute,1%,40%,37%,N/A,N/A,N/A,N/A,N/A,N/A
09X294,The Walton Avenue School,77%,67%,N/A,4.05,4.87,3.69,3.40,3.86,4.63
09X297,Morris Academy For Collaborative Studies,30%,86%,73%,4.78,4.70,4.49,3.90,4.02,4.51
09X303,I.S. X303 Leadership & Community Service,92%,100%,95%,4.81,4.75,4.02,4.19,3.56,4.32
09X311,Lucero Elementary School,95%,94%,N/A,N/A,N/A,N/A,2.96,N/A,4.19
09X313,I.S. 313 School Of Leadership Development,47%,78%,93%,N/A,N/A,N/A,2.67,N/A,2.00
09X323,Bronx Writing Academy,36%,83%,81%,N/A,N/A,N/A,2.53,N/A,3.12
09X324,Bronx Early College Academy For Teaching & Learning,48%,89%,92%,N/A,N/A,N/A,3.46,N/A,3.72
09X325,Urban Science Academy,85%,97%,77%,N/A,N/A,N/A,2.49,N/A,4.20
09X327,Comprehensive Model School Project M.S. 327,41%,70%,84%,4.35,4.17,4.00,3.55,3.00,3.79
09X328,New Millennium Business Academy Middle School,71%,80%,84%,N/A,N/A,N/A,3.54,N/A,4.07
09X329,Dreamyard Preparatory School,64%,100%,93%,N/A,N/A,N/A,3.80,N/A,4.39
09X339,I.S. 339,59%,79%,85%,N/A,N/A,N/A,2.84,N/A,3.52
09X350,New Directions Secondary School,13%,90%,66%,1.84,1.84,2.10,2.99,2.16,3.08
09X361,The Highbridge Green School,94%,97%,99%,3.50,4.33,3.70,4.17,3.54,3.27
09X365,Academy For Language And Technology,94%,100%,98%,4.41,4.14,4.83,3.72,2.85,3.60
09X403,Bronx International High School,60%,90%,78%,3.76,2.23,3.46,3.03,2.69,3.19
09X404,School For Excellence,6%,86%,48%,2.62,2.84,2.15,2.19,2.77,3.06
09X412,Bronx High School Of Business,25%,100%,91%,N/A,N/A,N/A,3.15,N/A,3.17
09X413,Bronx High School For Medical Science,24%,100%,95%,N/A,N/A,N/A,3.47,N/A,3.02
09X443,The Family School,77%,98%,N/A,3.08,3.01,3.02,2.89,2.98,4.04
09X449,Grant Avenue Elementary School,82%,90%,N/A,4.31,4.10,3.47,3.72,3.83,3.83
09X454,Science And Technology Academy: A Mott Hall School,66%,94%,96%,4.59,4.59,4.61,3.95,3.68,4.59
09X457,Sheridan Academy For Young Leaders,72%,90%,N/A,2.64,1.75,2.89,2.57,2.13,2.87
09X505,"Bronx School For Law, Government And Justice",69%,95%,91%,4.09,3.45,4.20,3.82,2.70,3.25
09X517,Frederick Douglass Academy Iii Secondary School,49%,100%,67%,4.10,3.86,3.67,3.31,3.10,3.35
09X525,Bronx Leadership Academy High School,25%,55%,60%,N/A,N/A,N/A,2.98,N/A,3.10
09X543,High School For Violin And Dance,17%,80%,74%,N/A,N/A,N/A,2.55,N/A,2.90
09X555,Mount Eden Children'S Academy,79%,93%,N/A,4.91,4.69,3.95,4.36,3.83,4.61
09X564,Claremont International Hs,58%,100%,95%,4.54,3.87,4.38,3.97,3.10,4.32
09X568,Young Women'S Leadership School Of The Bronx,69%,100%,93%,4.60,4.52,3.76,3.36,3.47,3.72
10X003,P.S. 3 Raul Julia Micro Society,61%,80%,100%,4.74,4.46,3.60,3.56,3.72,4.08
10X007,Milton Fein School,75%,98%,N/A,4.63,4.41,4.48,4.41,3.41,4.07
10X008,P.S. 008 Isaac Varian,34%,90%,N/A,4.51,3.97,3.87,3.20,2.98,4.09
10X009,P.S. 9 Ryer Avenue Elementary School,39%,93%,N/A,3.88,3.76,3.66,2.60,2.65,3.54
10X015,P.S. X015 Institute For Environmental Learning,61%,94%,99%,3.32,3.39,3.05,3.44,2.86,3.54
10X020,"P.S./M.S. 20 P.O.George J. Werdann, Iii",71%,37%,90%,2.59,2.64,3.15,2.56,1.38,1.91
10X023,P.S. 023 The New Children'S School,42%,80%,N/A,3.62,3.59,2.96,2.76,3.19,3.82
10X024,P.S. 024 Spuyten Duyvil,39%,98%,N/A,3.01,2.65,2.46,2.60,2.32,2.30
10X032,P.S. 032 Belmont,63%,85%,N/A,4.25,3.91,4.58,2.98,3.20,3.89
10X033,P.S. 033 Timothy Dwight,71%,71%,N/A,3.04,2.73,3.57,2.62,1.80,2.57
10X037,P.S. X037 - Multiple Intelligence School,56%,89%,77%,4.00,4.74,3.79,3.36,3.90,4.39
10X045,Thomas C. Giordano Middle School 45,31%,37%,91%,2.77,2.77,2.65,2.68,2.46,2.55
10X046,P.S. 046 Edgar Allan Poe,51%,79%,N/A,N/A,N/A,N/A,2.20,N/A,2.61
10X051,P.S. 051 Bronx New School,86%,79%,N/A,3.24,3.12,3.89,3.76,3.29,3.72
10X054,P.S./I.S. 54,100%,91%,N/A,N/A,N/A,N/A,3.69,N/A,4.17
10X056,P.S. 056 Norwood Heights,74%,100%,N/A,4.85,4.72,4.93,4.17,3.30,4.55
10X059,P.S. 059 The Community School Of Technology,100%,100%,N/A,4.31,3.86,3.84,3.16,4.26,4.11
10X077,Bedford Park Elementary School,82%,68%,N/A,3.88,3.63,3.16,3.34,3.30,3.54
10X080,J.H.S. 080 The Mosholu Parkway,61%,85%,80%,N/A,N/A,N/A,3.46,N/A,3.80
10X081,P.S. 081 Robert J. Christen,100%,100%,N/A,4.72,4.23,4.48,3.56,4.05,4.39
10X085,P.S. 085 Great Expectations,45%,93%,N/A,N/A,N/A,N/A,3.47,N/A,3.83
10X086,P.S. 086 Kingsbridge Heights,60%,98%,79%,4.70,4.43,4.14,4.19,3.30,4.36
10X091,P.S. 091 Bronx,50%,88%,N/A,3.07,3.24,3.31,2.86,2.87,2.81
10X094,P.S. 094 Kings College School,41%,44%,N/A,2.91,3.36,3.08,2.69,2.66,3.28
10X095,P.S. 095 Sheila Mencher,85%,36%,91%,2.49,2.12,3.50,3.17,3.85,3.15
10X118,J.H.S. 118 William W. Niles,34%,84%,93%,2.43,3.12,3.33,2.94,2.06,2.91
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),20%,88%,90%,3.75,2.45,3.21,3.48,3.64,3.15
10X159,P.S. 159 Luis Munoz Marin Biling,98%,100%,N/A,4.15,3.37,3.10,3.62,4.01,4.87
10X205,P.S. 205 Fiorello Laguardia,74%,95%,N/A,3.08,2.75,3.39,2.85,2.65,3.62
10X206,I.S. 206 Ann Mersereau,100%,100%,94%,3.33,3.58,3.48,2.78,4.33,4.32
10X207,P.S. 207,69%,93%,N/A,3.72,3.85,3.40,3.71,3.30,3.41
10X209,P.S. 209,83%,92%,N/A,4.46,4.11,4.95,4.14,3.30,4.09
10X213,Bronx Engineering And Technology Academy,64%,65%,63%,N/A,N/A,N/A,2.65,N/A,2.19
10X225,Theatre Arts Production Company School,35%,84%,95%,3.10,2.87,2.88,2.70,2.58,2.88
10X226,P.S. 226,58%,73%,N/A,3.21,3.22,3.32,3.05,2.44,3.59
10X228,Jonas Bronck Academy,96%,100%,99%,4.41,4.01,4.61,4.23,3.53,3.83
10X237,"The Marie Curie School For Medicine, Nursing, And Health Professions",15%,54%,59%,2.56,1.97,3.58,2.97,2.75,2.78
10X243,West Bronx Academy For The Future,25%,81%,87%,N/A,N/A,N/A,3.23,N/A,3.16
10X244,The New School For Leadership And Journalism,60%,76%,92%,4.02,4.79,3.68,3.81,4.36,4.41
10X246,P.S. 246 Poe Center,33%,74%,N/A,N/A,N/A,N/A,2.36,N/A,3.63
10X254,I.S. 254,54%,87%,61%,3.02,3.28,2.59,3.24,4.17,3.32
10X264,Bronx Academy For Software Engineering (Base),14%,100%,75%,4.21,3.63,3.31,3.26,2.54,4.11
10X268,Kingsbridge International High School,74%,96%,95%,2.83,2.65,2.26,2.73,2.61,3.73
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",76%,99%,100%,3.63,4.39,3.70,3.93,2.90,4.03
10X280,P.S./M.S. 280 Mosholu Parkway,56%,75%,70%,4.58,4.03,4.47,3.97,3.43,4.10
10X284,Bronx School Of Law And Finance,15%,54%,58%,N/A,N/A,N/A,2.52,N/A,3.27
10X291,P.S. 291,100%,100%,N/A,4.05,4.91,3.82,3.67,4.51,4.56
10X306,P.S. 306,69%,96%,N/A,2.95,3.37,2.63,3.14,2.65,3.23
10X307,Luisa Pineiro Fuentes School Of Science And Discovery,95%,85%,N/A,3.58,3.68,3.65,3.52,2.86,3.94
10X308,Bronx Dance Academy School,31%,57%,81%,2.96,2.86,3.20,2.76,2.63,2.43
10X310,P.S. 310 Marble Hill,79%,98%,N/A,3.78,2.85,3.69,3.08,2.76,3.06
10X315,P.S. 315 Lab School,71%,90%,89%,4.19,4.11,4.29,3.54,3.65,3.46
10X319,Providing Urban Learners Success In Education High School,7%,100%,90%,4.02,3.99,3.55,3.80,2.12,3.03
10X331,The Bronx School Of Young Leaders,48%,92%,94%,N/A,N/A,N/A,4.24,N/A,3.74
10X340,P.S. 340,73%,100%,N/A,4.51,4.16,3.83,3.60,2.87,4.28
10X342,International School For Liberal Arts,90%,100%,98%,4.52,4.08,3.29,4.10,3.35,3.97
10X344,Ampark Neighborhood,78%,100%,N/A,4.11,4.48,3.70,3.46,3.71,4.43
10X351,Bronx Collaborative High School,15%,89%,46%,3.66,4.09,3.64,3.49,3.92,3.67
10X353,World View High School,39%,91%,76%,4.80,4.59,3.64,3.33,3.54,4.15
10X360,P.S. 360,72%,92%,N/A,N/A,N/A,N/A,2.32,N/A,2.57
10X363,Academy For Personal Leadership And Excellence,77%,98%,99%,N/A,N/A,N/A,3.81,N/A,4.08
10X368,In-Tech Academy (M.S. / High School 368),32%,77%,92%,3.14,3.25,3.61,3.74,2.70,3.18
10X374,Knowledge And Power Preparatory Academy International High School (Kappa),72%,100%,93%,4.39,4.08,4.32,4.37,3.64,4.08
