DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
19K292,J.H.S. 292 MARGARET S. DOUGLAS,59%,93%,91%,2.84,3.43,3.36,N/A,2.65,3.22
19K306,P.S. 306 ETHAN ALLEN,77%,83%,N/A,3.70,3.74,2.84,N/A,3.84,4.23
19K325,THE FRESH CREEK SCHOOL,95%,100%,N/A,N/A,N/A,N/A,N/A,N/A,2.51
19K328,P.S. 328 PHYLLIS WHEATLEY,91%,67%,N/A,2.60,2.74,3.48,N/A,3.42,2.55
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,84%,93%,N/A,2.85,2.77,2.37,N/A,4.10,2.79
19K346,P.S. 346 ABE STARK,63%,79%,N/A,3.75,3.01,2.81,N/A,4.10,3.90
19K364,I.S. 364 GATEWAY,53%,85%,95%,2.86,3.47,2.82,N/A,3.60,2.80
19K404,ACADEMY FOR YOUNG WRITERS,14%,84%,74%,3.22,3.45,3.48,N/A,4.08,3.12
19K409,EAST NEW YORK FAMILY ACADEMY,45%,49%,86%,4.09,4.27,3.71,N/A,4.01,4.08
19K422,SPRING CREEK COMMUNITY SCHOOL,19%,85%,86%,3.68,3.75,3.81,N/A,3.51,2.72
19K431,THOMAS JEFFERSON YABC,6%,70%,67%,3.85,2.86,3.91,N/A,3.80,3.96
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,98%,92%,92%,N/A,N/A,N/A,N/A,N/A,4.14
19K501,FRANKLIN K. LANE CAMPUS YABC,82%,71%,89%,4.19,4.45,3.55,N/A,3.55,3.28
19K502,FDNY - CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR FIRE AND LIFE SAFETY,18%,95%,69%,3.75,3.82,2.87,N/A,4.21,3.92
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,32%,93%,81%,3.18,3.18,2.73,N/A,3.56,3.84
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,56%,83%,85%,N/A,N/A,N/A,N/A,N/A,3.46
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,38%,95%,93%,3.32,3.77,2.33,N/A,2.91,3.73
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,70%,100%,N/A,3.49,3.43,3.67,N/A,4.23,3.80
19K583,MULTICULTURAL HIGH SCHOOL,40%,91%,88%,4.21,3.87,3.60,N/A,4.23,3.80
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,27%,94%,63%,3.30,3.47,2.73,N/A,3.08,3.16
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,16%,86%,90%,4.15,3.64,4.32,N/A,4.15,3.79
19K639,BROOKLYN LAB SCHOOL,28%,94%,55%,3.63,3.78,2.72,N/A,3.61,3.70
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,64%,96%,91%,3.97,4.43,3.70,N/A,2.96,4.16
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,18%,95%,76%,4.05,3.72,3.57,N/A,4.20,4.05
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,39%,68%,84%,3.74,3.70,2.84,N/A,3.79,3.89
19K661,VISTA ACADEMY,38%,97%,96%,2.97,3.48,3.48,N/A,3.49,2.99
19K662,LIBERTY AVENUE MIDDLE SCHOOL,71%,95%,92%,N/A,N/A,N/A,N/A,N/A,4.05
19K663,SCHOOL OF THE FUTURE BROOKLYN,78%,80%,94%,2.10,2.50,2.01,N/A,3.31,2.87
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,67%,84%,N/A,3.69,3.65,3.13,N/A,4.01,4.03
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,100%,83%,99%,3.76,4.24,3.20,N/A,4.41,4.09
19K683,SCHOOL FOR CLASSICS HIGH SCHOOL,38%,95%,78%,N/A,N/A,N/A,N/A,N/A,4.36
19K760,HIGHLAND PARK COMMUNITY SCHOOL,69%,92%,89%,2.79,2.97,2.81,N/A,3.43,3.32
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,42%,96%,86%,3.38,3.70,2.79,N/A,3.83,3.49
19K907,M.S. 907,78%,100%,93%,N/A,N/A,N/A,N/A,N/A,N/A
20K030,P.S./I.S. 30 MARY WHITE OVINGTON,52%,72%,96%,4.20,3.28,4.17,N/A,3.38,3.45
20K048,P.S. 048 MAPLETON,86%,91%,N/A,N/A,N/A,N/A,N/A,N/A,4.03
20K062,J.H.S. 062 DITMAS,72%,81%,98%,3.42,3.58,3.54,N/A,2.69,3.42
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,100%,86%,N/A,4.61,4.19,4.69,N/A,4.49,4.47
20K102,P.S. 102 THE BAYVIEW,78%,73%,N/A,4.36,3.78,4.66,N/A,4.23,3.92
20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,95%,99%,98%,N/A,N/A,N/A,N/A,N/A,4.15
20K105,P.S. 105 THE BLYTHEBOURNE,98%,96%,N/A,N/A,N/A,N/A,N/A,N/A,4.04
20K112,P.S. 112 LEFFERTS PARK,97%,100%,N/A,4.85,4.82,4.79,N/A,4.40,4.67
20K127,P.S. 127 MCKINLEY PARK,97%,100%,N/A,4.93,4.81,4.22,N/A,4.66,4.80
20K160,P.S. 160 WILLIAM T. SAMPSON,100%,86%,N/A,4.63,4.46,3.95,N/A,4.40,4.51
20K163,P.S. 163 BATH BEACH,36%,67%,95%,3.80,3.67,3.73,N/A,4.01,4.07
20K164,P.S. 164 CAESAR RODNEY,100%,100%,N/A,4.65,4.19,4.00,N/A,4.06,3.93
20K170,RALPH A. FABRIZIO SCHOOL,95%,99%,N/A,4.65,4.55,4.55,N/A,4.57,4.32
20K176,P.S. 176 OVINGTON,100%,90%,N/A,4.41,3.99,4.77,N/A,4.15,4.11
20K179,P.S. 179 KENSINGTON,86%,81%,N/A,3.31,3.75,2.97,N/A,3.64,3.70
20K180,THE SEEALL ACADEMY,57%,79%,100%,N/A,N/A,N/A,N/A,N/A,4.15
20K185,P.S. 185 WALTER KASSENBROCK,93%,100%,N/A,4.62,3.77,4.19,N/A,3.89,3.61
20K186,P.S. 186 DR. IRVING A GLADSTONE,95%,96%,N/A,4.33,3.92,4.24,N/A,4.32,3.98
20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,56%,68%,99%,4.46,4.23,4.83,N/A,3.70,4.11
20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,68%,76%,100%,N/A,N/A,N/A,N/A,N/A,3.97
20K200,P.S. 200 BENSON SCHOOL,68%,78%,N/A,2.43,3.25,2.94,N/A,3.25,2.95
20K201,J.H.S. 201 THE DYKER HEIGHTS,93%,94%,99%,4.55,4.13,4.39,N/A,3.00,4.06
20K204,P.S. 204 VINCE LOMBARDI,92%,100%,N/A,4.37,3.82,3.88,N/A,4.32,4.05
20K205,P.S. 205 CLARION,85%,96%,N/A,3.93,4.18,3.67,N/A,3.84,4.39
20K220,J.H.S. 220 JOHN J. PERSHING,60%,86%,89%,2.95,3.28,2.34,N/A,1.89,3.24
20K223,J.H.S. 223 THE MONTAUK,55%,100%,95%,3.12,3.28,3.52,N/A,2.00,3.55
20K227,J.H.S. 227 EDWARD B. SHALLOW,58%,95%,97%,3.51,3.57,3.06,N/A,2.40,3.81
20K229,P.S. 229 DYKER,78%,76%,97%,N/A,N/A,N/A,N/A,N/A,3.93
20K247,P.S. 247 BROOKLYN,84%,77%,N/A,4.47,3.90,4.72,N/A,3.81,4.07
20K259,J.H.S. 259 WILLIAM MCKINLEY,81%,100%,97%,4.78,4.50,4.81,N/A,2.91,4.25
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,94%,87%,N/A,N/A,N/A,N/A,N/A,N/A,2.79
20K310,THE SCHOOL FOR FUTURE LEADERS,100%,97%,N/A,4.69,4.81,4.60,N/A,4.66,4.63
20K445,NEW UTRECHT HIGH SCHOOL,8%,60%,70%,3.54,3.56,3.40,N/A,2.94,3.67
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,22%,92%,88%,4.21,4.18,4.01,N/A,3.31,3.96
20K490,FORT HAMILTON HIGH SCHOOL,26%,85%,84%,3.71,4.20,3.93,N/A,2.15,3.29
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,86%,99%,N/A,3.83,4.25,3.42,N/A,4.40,3.88
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,31%,90%,74%,2.98,2.92,2.51,N/A,1.72,2.69
20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,65%,93%,N/A,3.99,2.68,4.03,N/A,4.23,3.46
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,57%,96%,95%,4.24,4.04,4.16,N/A,3.16,4.23
20K658,FRANKLIN DELANO ROOSEVELT YABC,0%,64%,36%,3.50,2.47,4.39,N/A,N/A,N/A
20K682,THE ACADEMY OF TALENTED SCHOLARS,87%,100%,N/A,4.67,3.95,4.02,N/A,4.57,4.01
20K686,BROOKLYN SCHOOL OF INQUIRY,38%,100%,6%,4.02,2.81,4.70,N/A,3.98,3.53
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,100%,100%,N/A,4.73,4.56,4.89,N/A,4.23,4.14
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",93%,100%,N/A,3.06,3.08,2.46,N/A,3.67,3.41
21K090,P.S. 90 EDNA COHEN SCHOOL,67%,100%,N/A,2.84,2.65,2.93,N/A,3.89,2.68
21K095,P.S. 095 THE GRAVESEND,74%,100%,100%,4.76,4.59,4.61,N/A,4.32,4.47
21K096,I.S. 096 SETH LOW,89%,93%,98%,4.45,4.03,3.55,N/A,3.44,4.07
21K097,P.S. 97 THE HIGHLAWN,83%,80%,N/A,N/A,N/A,N/A,N/A,N/A,3.83
21K098,I.S. 98 BAY ACADEMY,83%,93%,94%,4.72,4.23,4.81,N/A,2.93,4.14
21K099,P.S. 099 ISAAC ASIMOV,47%,100%,96%,N/A,N/A,N/A,N/A,N/A,4.57
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,73%,91%,N/A,3.75,3.18,3.69,N/A,3.84,3.44
21K101,P.S. 101 THE VERRAZANO,100%,77%,N/A,4.73,4.69,4.35,N/A,4.32,4.52
21K121,P.S. 121 NELSON A. ROCKEFELLER,92%,96%,94%,N/A,N/A,N/A,N/A,N/A,4.02
21K128,P.S. 128 BENSONHURST,63%,77%,N/A,2.69,3.64,3.16,N/A,3.33,3.75
21K153,P.S. 153 HOMECREST,68%,59%,N/A,N/A,N/A,N/A,N/A,N/A,3.42
21K177,P.S. 177 THE MARLBORO,75%,89%,N/A,N/A,N/A,N/A,N/A,N/A,3.96
21K188,P.S. 188 MICHAEL E. BERDY,42%,87%,N/A,2.75,2.40,2.00,N/A,2.82,2.25
21K199,P.S. 199 FREDERICK WACHTEL,56%,75%,N/A,3.19,2.34,4.42,N/A,4.23,2.88
21K209,P.S. 209 MARGARET MEAD,100%,100%,100%,N/A,N/A,N/A,N/A,N/A,3.86
21K212,P.S. 212 LADY DEBORAH MOODY,75%,90%,N/A,4.29,3.96,4.63,N/A,4.23,3.58
21K215,P.S. 215 MORRIS H. WEISS,80%,84%,N/A,N/A,N/A,N/A,N/A,N/A,3.90
21K216,P.S. 216 ARTURO TOSCANINI,81%,91%,N/A,3.25,3.51,3.26,N/A,3.93,3.66
21K225,P.S. K225 - THE EILEEN E. ZAGLIN,51%,70%,93%,3.42,3.44,3.32,N/A,2.91,3.13
21K226,P.S. 226 ALFRED DE B. MASON,89%,95%,100%,N/A,N/A,N/A,N/A,N/A,4.56
21K228,I.S. 228 DAVID A. BOODY,64%,98%,97%,3.91,4.12,4.26,N/A,3.09,3.59
21K238,P.S. 238 ANNE SULLIVAN,63%,78%,100%,3.42,4.07,3.15,N/A,3.64,3.58
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,75%,93%,98%,N/A,N/A,N/A,N/A,N/A,3.91
21K253,P.S. 253,100%,95%,N/A,4.80,4.82,4.94,N/A,4.40,4.66
21K281,I.S. 281 JOSEPH B CAVALLARO,50%,96%,91%,3.78,3.32,3.30,N/A,2.35,2.93
21K288,P.S. 288 THE SHIRLEY TANYHILL,24%,67%,93%,3.06,3.13,3.11,N/A,3.47,3.17
21K303,I.S. 303 HERBERT S. EISENBERG,62%,94%,98%,3.00,3.12,3.29,N/A,2.10,2.79
21K329,P.S. 329 SURFSIDE,77%,88%,N/A,3.23,3.26,2.50,N/A,3.64,3.05
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,48%,96%,87%,3.55,3.32,3.92,N/A,3.50,3.75
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,34%,88%,85%,3.35,3.51,3.24,N/A,3.13,3.99
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,19%,83%,63%,2.81,3.48,2.15,N/A,3.68,3.59
21K410,ABRAHAM LINCOLN HIGH SCHOOL,14%,96%,85%,4.15,3.62,3.98,N/A,2.87,3.40
21K411,ABRAHAM LINCOLN YABC,34%,62%,5%,4.57,4.75,4.16,N/A,3.99,4.52
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,34%,98%,88%,4.72,4.59,4.78,N/A,4.08,4.03
21K525,EDWARD R. MURROW HIGH SCHOOL,15%,66%,84%,4.27,3.76,3.11,N/A,2.65,3.62
21K540,JOHN DEWEY HIGH SCHOOL,37%,76%,69%,3.45,3.72,3.12,N/A,2.10,3.41
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,5%,64%,72%,2.83,3.43,3.05,N/A,1.38,1.82
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,51%,100%,85%,4.81,4.43,4.40,N/A,4.05,4.29
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,32%,93%,62%,3.21,3.52,2.65,N/A,2.99,3.45
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,17%,63%,74%,3.37,3.31,3.31,N/A,3.15,3.11
21K728,LIBERATION DIPLOMA PLUS,1%,64%,32%,4.56,4.12,3.75,N/A,N/A,N/A
22K014,J.H.S. 014 SHELL BANK,79%,100%,97%,3.86,3.78,3.99,N/A,2.70,3.83
22K052,P.S. 052 SHEEPSHEAD BAY,96%,98%,N/A,N/A,N/A,N/A,N/A,N/A,4.38
22K078,J.H.S. 078 ROY H. MANN,29%,90%,95%,3.84,4.03,4.20,N/A,4.08,4.18
22K109,P.S. 109,48%,87%,99%,2.19,2.78,2.21,N/A,3.25,2.31
22K119,P.S. 119 AMERSFORT,41%,100%,N/A,3.40,3.12,2.45,N/A,4.01,4.31
22K134,P.S. K134,100%,79%,N/A,4.86,4.40,4.93,N/A,3.98,4.38
22K139,P.S. 139 ALEXINE A. FENTY,47%,66%,N/A,2.74,2.85,2.70,N/A,3.98,2.93
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,48%,73%,N/A,N/A,N/A,N/A,N/A,N/A,3.57
22K193,P.S. 193 GIL HODGES,81%,84%,N/A,3.30,3.64,3.15,N/A,3.93,3.39
22K194,P.S. 194 RAOUL WALLENBERG,44%,100%,N/A,3.86,4.00,3.78,N/A,4.18,4.70
22K195,P.S. 195 MANHATTAN BEACH,89%,64%,N/A,4.13,2.87,4.56,N/A,4.23,3.53
22K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY,64%,84%,N/A,4.33,4.17,4.14,N/A,4.01,4.37
22K198,P.S. 198 BROOKLYN,32%,92%,N/A,3.40,3.53,3.05,N/A,4.01,3.60
22K203,P.S. 203 FLOYD BENNETT SCHOOL,49%,98%,N/A,3.94,4.09,3.36,N/A,3.81,3.46
22K206,P.S. 206 JOSEPH F LAMB,69%,96%,98%,3.91,3.87,3.83,N/A,3.72,3.47
22K207,P.S. 207 ELIZABETH G. LEARY,49%,93%,82%,3.73,3.92,3.57,N/A,4.15,3.92
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,83%,74%,N/A,N/A,N/A,N/A,N/A,N/A,3.99
22K222,P.S. 222 KATHERINE R. SNYDER,63%,89%,N/A,4.03,3.87,4.11,N/A,4.32,4.20
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,55%,94%,95%,N/A,N/A,N/A,N/A,N/A,2.03
22K236,P.S. 236 MILL BASIN,75%,100%,N/A,4.86,4.53,4.20,N/A,4.40,4.61
22K240,ANDRIES HUDDE,23%,83%,94%,1.85,2.26,2.35,N/A,2.13,2.35
22K245,P.S. 245,85%,96%,N/A,4.18,4.11,3.70,N/A,4.49,3.53
22K251,P.S. 251 PAERDEGAT,45%,81%,N/A,3.00,3.15,2.34,N/A,3.76,2.87
22K254,P.S. 254 DAG HAMMARSKJOLD,72%,90%,N/A,3.25,3.27,3.22,N/A,3.93,4.02
22K255,P.S. 255 BARBARA REING SCHOOL,66%,74%,N/A,N/A,N/A,N/A,N/A,N/A,3.54
22K277,P.S. 277 GERRITSEN BEACH,97%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.49
22K278,J.H.S. 278 MARINE PARK,64%,95%,97%,N/A,N/A,N/A,N/A,N/A,2.98
22K312,P.S. 312 BERGEN BEACH,67%,80%,N/A,3.73,3.67,4.65,N/A,4.23,3.66
22K315,P.S. K315,52%,85%,N/A,3.50,3.16,3.42,N/A,4.06,3.40
22K326,P.S. 326,51%,100%,N/A,4.60,4.40,4.39,N/A,4.40,4.50
22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,56%,92%,N/A,3.09,3.63,2.20,N/A,3.84,4.05
22K381,I. S. 381,59%,100%,100%,4.63,4.20,4.34,N/A,3.72,3.86
22K405,MIDWOOD HIGH SCHOOL,13%,78%,80%,2.81,2.76,3.06,N/A,2.16,2.62
22K425,JAMES MADISON HIGH SCHOOL,15%,95%,91%,2.79,3.30,2.80,N/A,4.21,3.58
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,21%,57%,72%,3.26,3.32,3.09,N/A,2.20,3.34
22K555,BROOKLYN COLLEGE ACADEMY,50%,97%,92%,4.41,3.84,4.45,N/A,3.38,3.95
22K611,ORIGINS HIGH SCHOOL,44%,76%,82%,4.29,3.97,3.47,N/A,4.17,4.00
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,20%,100%,92%,4.00,3.90,3.28,N/A,4.14,4.76
22K889,P.S. 889,84%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.52
22K890,M.S. 890,68%,100%,97%,4.07,3.96,3.76,N/A,4.26,4.28
23K041,P.S. 041 FRANCIS WHITE,25%,84%,97%,2.96,3.16,3.35,N/A,3.33,2.85
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,68%,93%,77%,3.04,3.19,2.82,N/A,3.50,3.86
23K150,P.S. 150 CHRISTOPHER,74%,100%,N/A,3.30,3.56,2.73,N/A,4.10,4.00
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,65%,100%,93%,3.24,3.47,3.66,N/A,3.84,4.03
23K156,P.S. 156 WAVERLY,31%,60%,N/A,2.49,3.03,2.21,N/A,3.25,2.54
23K165,P.S. 165 IDA POSNER,73%,75%,N/A,4.13,3.57,3.25,N/A,3.76,3.95
23K178,P.S. 178 SAINT CLAIR MCKELWAY,86%,82%,80%,4.00,3.92,3.59,N/A,4.69,4.71
23K184,P.S. 184 NEWPORT,12%,59%,97%,3.27,3.37,3.49,N/A,3.42,3.25
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",92%,73%,N/A,3.46,3.52,2.66,N/A,4.18,3.87
23K298,P.S. 298 DR. BETTY SHABAZZ,34%,81%,N/A,2.93,3.37,2.78,N/A,4.10,2.91
23K323,P.S./I.S. 323,58%,95%,99%,N/A,N/A,N/A,N/A,N/A,3.32
23K327,P.S. 327 DR. ROSE B. ENGLISH,85%,100%,N/A,3.63,3.40,3.20,N/A,4.61,4.16
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,48%,95%,95%,3.12,2.28,3.07,N/A,3.49,2.99
23K392,I.S. 392,50%,100%,98%,3.91,4.74,3.68,N/A,3.89,3.70
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,45%,97%,N/A,4.20,4.12,3.32,N/A,4.18,4.39
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,55%,94%,N/A,3.28,3.53,3.25,N/A,3.76,3.55
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,25%,100%,92%,3.71,3.84,3.26,N/A,4.33,3.94
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,84%,100%,90%,3.77,3.93,3.71,N/A,4.40,4.08
23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),57%,78%,99%,3.65,3.75,2.77,N/A,3.49,3.41
23K522,MOTT HALL IV,68%,100%,99%,2.69,3.04,2.73,N/A,3.43,4.00
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,88%,93%,N/A,4.02,4.79,3.76,N/A,4.49,4.41
23K643,BROOKLYN DEMOCRACY ACADEMY,57%,92%,77%,3.56,3.37,3.49,N/A,3.66,3.80
23K644,EAGLE ACADEMY FOR YOUNG MEN II,48%,83%,54%,4.04,4.72,3.73,N/A,4.51,4.36
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,28%,96%,75%,3.71,1.80,4.72,N/A,3.12,2.29
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),88%,100%,94%,N/A,N/A,N/A,N/A,N/A,4.63
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,66%,100%,83%,2.71,2.82,3.62,N/A,3.43,3.22
23K671,MOTT HALL BRIDGES ACADEMY,61%,74%,93%,3.88,4.63,3.79,N/A,4.06,4.05
23K697,TEACHERS PREPARATORY HIGH SCHOOL,37%,95%,74%,3.24,2.97,2.56,N/A,3.29,3.87
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,68%,93%,99%,3.92,2.75,3.85,N/A,2.64,3.37
24Q007,P.S. 007 LOUIS F. SIMEONE,81%,94%,N/A,3.83,4.39,3.69,N/A,4.01,4.16
24Q012,P.S. 012 JAMES B. COLGATE,95%,93%,N/A,4.36,3.92,4.73,N/A,4.23,3.48
24Q013,P.S. 013 CLEMENT C. MOORE,80%,92%,N/A,3.40,3.69,3.90,N/A,3.59,3.21
24Q014,P.S. 014 FAIRVIEW,87%,84%,N/A,2.75,2.94,3.24,N/A,3.30,2.90
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,100%,95%,N/A,3.47,3.57,4.30,N/A,4.15,3.41
24Q019,P.S. 019 MARINO JEANTET,96%,84%,N/A,N/A,N/A,N/A,N/A,N/A,3.96
24Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER,90%,95%,N/A,3.80,4.30,4.06,N/A,4.49,4.45
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,55%,80%,95%,3.50,3.53,3.58,N/A,3.76,3.75
24Q058,P.S. 58 - THE SCHOOL OF HEROES,71%,73%,98%,2.74,3.46,3.13,N/A,3.76,2.83
24Q061,I.S. 061 LEONARDO DA VINCI,39%,56%,96%,3.61,3.87,4.22,N/A,3.50,3.35
24Q068,P.S. 068 CAMBRIDGE,82%,95%,N/A,3.70,3.75,3.65,N/A,4.01,4.24
24Q071,P.S. 071 FOREST,74%,98%,N/A,4.67,4.34,4.92,N/A,4.15,4.29
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,75%,47%,96%,N/A,N/A,N/A,N/A,N/A,3.52
24Q077,I.S. 077,67%,90%,93%,3.72,3.24,3.73,N/A,2.66,3.61
24Q081,P.S. 81Q JEAN PAUL RICHTER,83%,95%,N/A,3.72,3.84,3.53,N/A,4.32,4.21
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,38%,75%,91%,4.79,4.17,3.58,N/A,4.49,4.14
24Q088,P.S. 088 SENECA,77%,77%,N/A,3.54,3.56,3.55,N/A,4.23,3.92
24Q089,P.S. 089 ELMHURST,89%,92%,N/A,3.87,3.86,4.14,N/A,4.06,3.96
24Q091,P.S. 091 RICHARD ARKWRIGHT,80%,84%,N/A,3.78,3.66,3.98,N/A,3.76,4.07
24Q102,P.S. 102 BAYVIEW,62%,100%,97%,3.70,3.69,3.95,N/A,3.72,4.04
24Q110,P.S. 110,100%,83%,N/A,3.43,3.51,4.63,N/A,4.01,3.59
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,91%,98%,90%,4.04,4.14,4.15,N/A,4.40,4.24
24Q119,I.S. 119 THE GLENDALE,69%,96%,96%,4.10,4.25,4.14,N/A,3.13,2.83
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,53%,95%,98%,4.39,4.45,4.75,N/A,3.36,3.78
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",100%,84%,98%,3.74,3.47,4.29,N/A,4.06,3.68
24Q143,P.S. 143 LOUIS ARMSTRONG,81%,97%,N/A,2.66,3.35,2.93,N/A,3.38,3.51
24Q153,P.S. 153 MASPETH ELEM,66%,82%,100%,N/A,N/A,N/A,N/A,N/A,3.79
24Q199,P.S. 199 MAURICE A. FITZGERALD,59%,100%,N/A,3.98,3.82,4.54,N/A,4.23,4.07
24Q211,ELM TREE ELEMENTARY SCHOOL,91%,98%,N/A,3.16,3.46,3.25,N/A,4.06,3.23
24Q229,P.S. 229 EMANUEL KAPLAN,62%,92%,N/A,4.13,3.37,4.26,N/A,4.15,3.75
24Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,94%,100%,87%,4.02,4.09,3.71,N/A,3.77,4.32
24Q239,P.S. 239,56%,96%,N/A,3.26,3.84,3.74,N/A,4.10,4.41
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,98%,100%,96%,4.59,4.29,4.06,N/A,4.00,4.04
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,16%,100%,89%,N/A,N/A,N/A,N/A,N/A,1.52
24Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,72%,89%,N/A,3.84,4.29,4.72,N/A,4.57,4.24
24Q293,CIVIC LEADERSHIP ACADEMY,64%,94%,86%,4.53,3.40,3.94,N/A,3.20,3.75
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,53%,70%,96%,4.42,3.93,4.11,N/A,4.50,4.27
24Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,30%,86%,73%,3.89,3.48,4.90,N/A,3.46,4.05
24Q305,LEARNERS AND LEADERS,91%,64%,N/A,4.04,2.58,3.84,N/A,3.98,3.36
24Q307,PIONEER ACADEMY,100%,68%,N/A,3.74,3.52,3.28,N/A,3.84,3.37
24Q311,CORONA ARTS & SCIENCES ACADEMY,80%,97%,100%,3.85,3.60,3.56,N/A,3.54,3.83
24Q330,HELEN M. MARSHALL SCHOOL,67%,98%,N/A,3.72,3.36,3.01,N/A,3.67,3.99
24Q343,THE CHILDREN'S LAB SCHOOL,87%,100%,N/A,3.96,4.34,4.44,N/A,4.32,4.47
24Q455,NEWTOWN HIGH SCHOOL,32%,87%,78%,3.51,4.11,3.37,N/A,3.76,4.13
