DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
19K065,P.S. 065,100%,100%,N/A,4.70,4.24,4.56,N/A,4.12,4.25
19K089,P.S. 089 CYPRESS HILLS,48%,95%,100%,N/A,N/A,N/A,N/A,N/A,3.85
19K108,P.S. 108 SAL ABBRACCIAMENTO,99%,97%,N/A,4.40,3.96,4.80,N/A,4.19,4.00
19K149,P.S. 149 DANNY KAYE,52%,78%,N/A,4.37,4.16,4.29,N/A,3.50,3.89
19K158,P.S. 158 WARWICK,54%,76%,N/A,3.65,3.98,3.61,N/A,3.36,3.65
19K159,P.S. 159 ISAAC PITKIN,66%,100%,N/A,4.84,4.51,4.13,N/A,3.21,4.17
19K171,I.S. 171 ABRAHAM LINCOLN,70%,97%,97%,3.75,3.63,2.95,N/A,3.65,4.01
19K190,P.S. 190 SHEFFIELD,50%,91%,N/A,3.94,3.78,3.79,N/A,3.75,4.05
19K202,P.S. 202 ERNEST S. JENKYNS,63%,73%,N/A,N/A,N/A,N/A,N/A,N/A,2.95
19K213,P.S. 213 NEW LOTS,57%,71%,N/A,2.66,2.04,2.74,N/A,2.43,1.73
19K214,P.S. 214 MICHAEL FRIEDSAM,58%,90%,N/A,2.85,2.56,2.46,N/A,3.58,3.40
19K218,J.H.S. 218 JAMES P. SINNOTT,25%,89%,87%,3.67,3.22,2.88,N/A,3.01,3.64
19K224,P.S. 224 HALE A. WOODRUFF,29%,88%,N/A,N/A,N/A,N/A,N/A,N/A,3.21
19K273,P.S. 273 WORTMAN,37%,97%,N/A,3.16,2.94,2.63,N/A,3.94,3.06
19K290,P.S. 290 JUAN MOREL CAMPOS,44%,69%,N/A,N/A,N/A,N/A,N/A,N/A,3.04
19K292,J.H.S. 292 MARGARET S. DOUGLAS,53%,93%,93%,3.16,3.57,3.33,N/A,2.38,3.39
19K306,P.S. 306 ETHAN ALLEN,65%,90%,N/A,N/A,N/A,N/A,N/A,N/A,3.23
19K325,THE FRESH CREEK SCHOOL,70%,83%,N/A,1.82,1.67,2.53,N/A,2.57,2.28
19K328,P.S. 328 PHYLLIS WHEATLEY,98%,77%,N/A,2.39,2.66,2.98,N/A,2.71,2.00
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,55%,76%,N/A,3.25,2.82,2.38,N/A,3.94,3.01
19K346,P.S. 346 ABE STARK,53%,65%,N/A,3.69,2.94,2.91,N/A,3.63,3.79
19K364,I.S. 364 GATEWAY,36%,85%,95%,N/A,N/A,N/A,N/A,N/A,2.90
19K404,ACADEMY FOR YOUNG WRITERS,24%,70%,70%,3.06,3.44,3.29,N/A,3.73,3.28
19K409,EAST NEW YORK FAMILY ACADEMY,38%,58%,93%,N/A,N/A,N/A,N/A,N/A,3.73
19K422,SPRING CREEK COMMUNITY SCHOOL,30%,78%,86%,N/A,N/A,N/A,N/A,N/A,3.07
19K431,THOMAS JEFFERSON YABC,4%,67%,81%,4.80,3.99,4.95,N/A,1.20,3.24
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,97%,71%,97%,4.23,4.47,4.48,N/A,4.48,3.94
19K501,FRANKLIN K. LANE CAMPUS YABC,9%,86%,62%,3.48,4.30,4.19,N/A,3.63,3.16
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,29%,95%,81%,3.23,3.35,2.63,N/A,3.72,3.67
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,23%,75%,70%,3.64,3.61,3.29,N/A,3.42,3.98
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,41%,100%,93%,3.31,3.61,2.36,N/A,3.91,4.00
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,56%,77%,N/A,3.70,4.18,3.96,N/A,4.63,4.43
19K583,MULTICULTURAL HIGH SCHOOL,33%,96%,83%,N/A,N/A,N/A,N/A,N/A,3.90
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,16%,82%,59%,2.95,3.07,2.78,N/A,2.34,2.52
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,17%,86%,65%,4.37,4.13,4.39,N/A,4.08,4.02
19K639,BROOKLYN LAB SCHOOL,12%,85%,64%,3.02,2.54,2.63,N/A,3.66,3.13
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,49%,91%,93%,3.89,4.63,3.64,N/A,4.02,4.39
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,10%,100%,98%,4.12,3.71,3.61,N/A,4.72,3.84
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,23%,81%,79%,N/A,N/A,N/A,N/A,N/A,4.02
19K661,VISTA ACADEMY,64%,100%,98%,3.73,3.95,3.62,N/A,3.59,3.71
19K662,LIBERTY AVENUE MIDDLE SCHOOL,71%,93%,93%,3.56,3.77,4.44,N/A,3.64,4.11
19K663,SCHOOL OF THE FUTURE BROOKLYN,83%,94%,99%,2.37,2.57,1.97,N/A,3.64,3.18
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,59%,72%,N/A,N/A,N/A,N/A,N/A,N/A,3.78
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,95%,100%,95%,3.56,3.77,3.15,N/A,4.49,4.21
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",27%,79%,87%,4.56,4.18,3.60,N/A,3.76,4.14
19K760,HIGHLAND PARK COMMUNITY SCHOOL,64%,88%,96%,3.42,3.54,3.03,N/A,3.38,3.81
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,38%,92%,67%,2.81,3.36,2.47,N/A,2.85,2.53
20K030,P.S./I.S. 30 MARY WHITE OVINGTON,62%,85%,98%,4.19,3.33,4.04,N/A,3.74,3.76
20K048,P.S. 048 MAPLETON,100%,84%,N/A,4.28,3.41,2.98,N/A,3.59,3.94
20K062,J.H.S. 062 DITMAS,82%,89%,98%,3.49,3.79,3.59,N/A,2.87,3.80
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,100%,87%,N/A,4.57,4.07,4.79,N/A,3.98,4.41
20K102,P.S. 102 THE BAYVIEW,87%,78%,N/A,4.22,3.54,4.70,N/A,4.02,3.98
20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,97%,84%,93%,4.73,4.23,4.36,N/A,3.78,4.04
20K105,P.S. 105 THE BLYTHEBOURNE,95%,91%,N/A,3.95,3.48,3.70,N/A,4.48,3.61
20K112,P.S. 112 LEFFERTS PARK,93%,96%,N/A,4.62,4.28,4.82,N/A,4.18,4.40
20K127,P.S. 127 MCKINLEY PARK,92%,100%,N/A,4.87,4.81,4.18,N/A,4.35,4.90
20K160,P.S. 160 WILLIAM T. SAMPSON,100%,82%,N/A,4.56,4.36,3.99,N/A,3.61,4.46
20K163,P.S. 163 BATH BEACH,70%,52%,95%,3.87,3.75,4.46,N/A,3.08,3.96
20K164,P.S. 164 CAESAR RODNEY,100%,100%,N/A,4.65,4.43,3.98,N/A,4.04,4.08
20K170,RALPH A. FABRIZIO SCHOOL,99%,97%,N/A,4.78,4.56,4.59,N/A,4.19,4.52
20K176,P.S. 176 OVINGTON,100%,91%,N/A,4.53,3.89,4.73,N/A,3.97,4.18
20K179,P.S. 179 KENSINGTON,87%,79%,N/A,3.50,3.84,3.06,N/A,3.36,3.76
20K180,THE SEEALL ACADEMY,56%,87%,99%,4.59,4.52,4.02,N/A,3.21,4.34
20K185,P.S. 185 WALTER KASSENBROCK,90%,100%,N/A,4.42,3.76,3.93,N/A,3.84,3.65
20K186,P.S. 186 DR. IRVING A GLADSTONE,85%,92%,N/A,4.28,3.65,4.23,N/A,4.04,3.76
20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,68%,87%,100%,4.48,4.16,4.84,N/A,3.74,4.17
20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,67%,62%,93%,4.27,3.75,4.36,N/A,4.20,3.71
20K200,P.S. 200 BENSON SCHOOL,91%,51%,N/A,2.85,3.62,3.04,N/A,2.74,3.35
20K201,J.H.S. 201 THE DYKER HEIGHTS,93%,89%,99%,4.63,4.04,4.33,N/A,2.92,4.09
20K204,P.S. 204 VINCE LOMBARDI,95%,95%,N/A,4.61,4.13,4.11,N/A,3.97,4.15
20K205,P.S. 205 CLARION,83%,58%,N/A,2.90,3.49,3.13,N/A,3.28,2.44
20K220,J.H.S. 220 JOHN J. PERSHING,59%,82%,93%,3.02,3.20,2.44,N/A,1.55,3.22
20K223,J.H.S. 223 THE MONTAUK,67%,82%,95%,3.06,3.27,3.47,N/A,2.08,3.64
20K227,J.H.S. 227 EDWARD B. SHALLOW,58%,100%,99%,N/A,N/A,N/A,N/A,N/A,3.83
20K229,P.S. 229 DYKER,84%,74%,99%,3.40,3.13,4.50,N/A,3.78,3.53
20K247,P.S. 247 BROOKLYN,76%,56%,N/A,4.32,3.72,4.79,N/A,3.44,3.99
20K259,J.H.S. 259 WILLIAM MCKINLEY,83%,98%,96%,4.65,4.23,4.70,N/A,2.83,3.93
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,100%,93%,N/A,3.31,3.51,4.06,N/A,3.72,3.31
20K310,THE SCHOOL FOR FUTURE LEADERS,100%,94%,N/A,4.70,4.95,4.55,N/A,4.57,4.68
20K445,NEW UTRECHT HIGH SCHOOL,4%,74%,74%,3.66,3.46,3.53,N/A,2.08,3.14
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,21%,94%,83%,4.30,4.16,4.02,N/A,2.99,3.90
20K490,FORT HAMILTON HIGH SCHOOL,25%,79%,72%,3.61,4.10,3.93,N/A,2.27,3.24
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,89%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.10
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,35%,73%,73%,2.95,2.79,2.54,N/A,1.80,2.49
20K506,P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,64%,90%,N/A,3.87,2.51,3.68,N/A,3.76,3.31
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,63%,98%,96%,3.89,4.12,4.36,N/A,3.15,4.13
20K658,FRANKLIN DELANO ROOSEVELT YABC,2%,60%,26%,3.57,3.40,4.05,N/A,N/A,N/A
20K682,THE ACADEMY OF TALENTED SCHOLARS,94%,89%,N/A,4.60,3.86,4.10,N/A,4.62,3.87
20K686,BROOKLYN SCHOOL OF INQUIRY,59%,96%,87%,4.07,3.77,4.55,N/A,4.09,4.00
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,100%,86%,N/A,4.52,3.98,4.83,N/A,4.12,4.01
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",95%,100%,N/A,3.20,3.15,2.58,N/A,2.74,3.51
21K090,P.S. 90 EDNA COHEN SCHOOL,78%,78%,N/A,2.55,2.21,2.95,N/A,3.72,2.28
21K095,P.S. 095 THE GRAVESEND,69%,97%,100%,4.77,4.58,4.52,N/A,4.17,4.41
21K096,I.S. 096 SETH LOW,70%,96%,94%,4.50,4.06,3.53,N/A,3.59,4.10
21K097,P.S. 97 THE HIGHLAWN,88%,100%,N/A,3.63,4.01,3.87,N/A,3.97,3.72
21K098,I.S. 98 BAY ACADEMY,85%,91%,99%,4.61,4.27,4.84,N/A,3.09,3.94
21K099,P.S. 099 ISAAC ASIMOV,51%,97%,92%,4.14,4.49,4.15,N/A,3.77,4.45
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,71%,98%,N/A,4.64,3.55,3.73,N/A,3.72,3.60
21K101,P.S. 101 THE VERRAZANO,100%,81%,N/A,4.62,4.68,4.44,N/A,3.89,4.49
21K121,P.S. 121 NELSON A. ROCKEFELLER,90%,94%,97%,4.55,4.59,4.46,N/A,4.02,4.24
21K128,P.S. 128 BENSONHURST,75%,72%,N/A,N/A,N/A,N/A,N/A,N/A,3.64
21K153,P.S. 153 HOMECREST,95%,82%,N/A,3.89,3.11,3.82,N/A,3.19,2.73
21K177,P.S. 177 THE MARLBORO,79%,96%,N/A,3.90,4.31,3.68,N/A,3.76,4.09
21K188,P.S. 188 MICHAEL E. BERDY,48%,71%,N/A,2.37,2.79,1.79,N/A,2.79,3.08
21K199,P.S. 199 FREDERICK WACHTEL,80%,84%,N/A,3.70,2.61,4.47,N/A,3.42,3.01
21K209,P.S. 209 MARGARET MEAD,85%,88%,97%,3.69,3.32,3.87,N/A,2.82,3.72
21K212,P.S. 212 LADY DEBORAH MOODY,55%,93%,N/A,3.94,3.53,4.34,N/A,3.72,3.34
21K215,P.S. 215 MORRIS H. WEISS,74%,90%,N/A,4.73,4.41,4.10,N/A,3.59,3.97
21K216,P.S. 216 ARTURO TOSCANINI,87%,88%,N/A,3.39,3.50,3.36,N/A,3.88,3.70
21K225,P.S. K225 - THE EILEEN E. ZAGLIN,70%,70%,90%,2.99,3.22,3.15,N/A,1.89,2.90
21K226,P.S. 226 ALFRED DE B.MASON,77%,96%,98%,3.68,3.89,4.32,N/A,3.64,3.88
21K228,I.S. 228 DAVID A. BOODY,72%,76%,96%,3.97,4.18,4.28,N/A,2.93,3.58
21K238,P.S. 238 ANNE SULLIVAN,89%,83%,97%,3.51,3.31,4.20,N/A,2.45,3.53
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,81%,89%,98%,4.50,3.77,4.07,N/A,3.49,3.77
21K253,P.S. 253,94%,96%,N/A,4.89,4.76,4.96,N/A,4.19,4.63
21K281,I.S. 281 JOSEPH B CAVALLARO,48%,91%,93%,4.07,3.55,3.21,N/A,2.00,2.92
21K288,P.S. 288 THE SHIRLEY TANYHILL,22%,38%,76%,3.29,3.07,3.25,N/A,3.30,3.09
21K303,I.S. 303 HERBERT S. EISENBERG,68%,61%,94%,3.04,3.04,3.23,N/A,2.48,2.52
21K329,P.S. 329 SURFSIDE,46%,82%,N/A,3.57,3.17,2.61,N/A,3.47,3.14
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,52%,93%,89%,3.71,3.62,4.05,N/A,2.90,4.22
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,44%,58%,87%,2.97,3.26,3.11,N/A,2.17,3.60
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,14%,100%,77%,2.90,3.47,2.35,N/A,4.04,3.68
21K410,ABRAHAM LINCOLN HIGH SCHOOL,10%,90%,68%,4.00,3.60,3.87,N/A,3.16,3.52
21K411,ABRAHAM LINCOLN YABC,18%,73%,34%,4.38,4.50,3.72,N/A,4.06,4.32
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,38%,95%,88%,4.83,4.62,4.76,N/A,3.78,4.31
21K525,EDWARD R. MURROW HIGH SCHOOL,14%,87%,77%,N/A,N/A,N/A,N/A,N/A,3.83
21K540,JOHN DEWEY HIGH SCHOOL,38%,81%,75%,3.61,3.83,3.14,N/A,2.23,3.52
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,12%,59%,61%,N/A,N/A,N/A,N/A,N/A,2.06
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,60%,96%,86%,4.69,4.37,4.37,N/A,3.51,4.03
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,25%,93%,51%,3.24,3.65,2.54,N/A,3.70,3.85
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,24%,46%,79%,3.55,3.41,3.58,N/A,2.16,3.09
21K728,LIBERATION DIPLOMA PLUS,1%,43%,41%,3.70,3.76,3.65,N/A,N/A,N/A
22K014,J.H.S. 014 SHELL BANK,69%,96%,97%,3.80,4.04,4.00,N/A,3.08,3.90
22K052,P.S. 052 SHEEPSHEAD BAY,100%,98%,N/A,4.51,3.90,3.62,N/A,3.36,4.23
22K078,J.H.S. 078 ROY H. MANN,21%,93%,94%,3.91,4.06,4.10,N/A,3.72,4.14
22K109,P.S. 109,48%,94%,87%,2.09,2.68,2.33,N/A,2.48,2.62
22K119,P.S. 119 AMERSFORT,60%,100%,N/A,3.52,3.19,2.41,N/A,3.94,4.20
22K134,P.S. K134,99%,81%,N/A,4.79,4.51,4.93,N/A,3.67,4.37
22K139,P.S. 139 ALEXINE A. FENTY,43%,64%,N/A,2.94,2.89,3.03,N/A,3.94,3.19
22K152,SCHOOL OF SCIENCE & TECHNOLOGY,58%,50%,N/A,3.99,3.23,4.43,N/A,3.42,3.71
22K193,P.S. 193 GIL HODGES,80%,95%,N/A,3.07,3.46,2.84,N/A,3.96,3.53
22K194,P.S. 194 RAOUL WALLENBERG,54%,92%,N/A,3.52,3.87,3.44,N/A,3.80,4.48
22K195,P.S. 195 MANHATTAN BEACH,92%,69%,N/A,4.07,2.59,4.37,N/A,4.32,3.58
22K197,P.S. 197 - THE KINGS HIGHWAY ACADEMY,59%,87%,N/A,3.80,3.89,4.42,N/A,3.94,4.01
22K198,P.S. 198 BROOKLYN,22%,82%,N/A,3.41,3.55,3.16,N/A,4.17,3.60
22K203,P.S. 203 FLOYD BENNETT SCHOOL,58%,91%,N/A,4.10,3.35,3.47,N/A,3.60,3.44
22K206,P.S. 206 JOSEPH F LAMB,63%,83%,99%,4.36,3.78,3.84,N/A,3.70,3.61
22K207,P.S. 207 ELIZABETH G. LEARY,67%,83%,93%,4.41,3.79,3.52,N/A,4.09,3.70
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,72%,87%,N/A,3.69,3.87,4.27,N/A,4.12,4.11
22K222,P.S. 222 KATHERINE R. SNYDER,79%,84%,N/A,3.87,3.90,4.01,N/A,4.32,4.38
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,44%,89%,96%,4.31,3.57,3.94,N/A,3.44,3.35
22K236,P.S. 236 MILL BASIN,73%,100%,N/A,4.67,4.15,4.05,N/A,4.40,4.42
22K240,ANDRIES HUDDE,26%,96%,94%,1.90,2.33,2.34,N/A,2.99,2.67
22K245,P.S. 245,93%,92%,N/A,4.17,4.01,3.76,N/A,4.01,3.53
22K251,P.S. 251 PAERDEGAT,55%,89%,N/A,N/A,N/A,N/A,N/A,N/A,2.86
22K254,P.S. 254 DAG HAMMARSKJOLD,80%,85%,N/A,3.60,3.42,3.19,N/A,3.96,4.04
22K255,P.S. 255 BARBARA REING SCHOOL,76%,72%,N/A,4.19,2.63,3.86,N/A,3.55,3.43
22K269,P.S. 269 NOSTRAND,45%,86%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K277,P.S. 277 GERRITSEN BEACH,98%,97%,N/A,4.46,2.60,3.49,N/A,4.00,3.77
22K278,J.H.S. 278 MARINE PARK,52%,89%,98%,4.36,3.57,4.31,N/A,3.62,3.27
22K312,P.S. 312 BERGEN BEACH,67%,88%,N/A,3.49,3.08,4.73,N/A,4.23,2.97
22K315,P.S. K315,51%,62%,N/A,N/A,N/A,N/A,N/A,N/A,3.99
22K326,P.S. 326,54%,95%,N/A,4.58,4.45,4.42,N/A,4.23,4.45
22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,73%,97%,N/A,2.44,2.87,2.11,N/A,3.25,2.64
22K381,I. S. 381,41%,100%,98%,N/A,N/A,N/A,N/A,N/A,4.20
22K405,MIDWOOD HIGH SCHOOL,14%,86%,85%,N/A,N/A,N/A,N/A,N/A,3.15
22K425,JAMES MADISON HIGH SCHOOL,43%,97%,74%,2.80,3.21,2.70,N/A,3.62,3.40
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,22%,62%,70%,2.78,3.02,3.00,N/A,2.28,3.03
22K555,BROOKLYN COLLEGE ACADEMY,41%,100%,93%,4.64,4.03,4.54,N/A,3.38,4.47
22K611,ORIGINS HIGH SCHOOL,33%,79%,81%,N/A,N/A,N/A,N/A,N/A,4.34
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,22%,100%,87%,4.15,4.04,3.29,N/A,3.71,4.72
22K889,P.S. 889,90%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22K890,M.S. 890,69%,100%,95%,N/A,N/A,N/A,N/A,N/A,N/A
23K041,P.S. 041 FRANCIS WHITE,29%,74%,99%,3.29,3.31,3.40,N/A,2.65,3.57
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,95%,83%,95%,N/A,N/A,N/A,N/A,N/A,4.16
23K150,P.S. 150 CHRISTOPHER,30%,94%,N/A,3.22,3.38,2.38,N/A,3.86,4.31
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,62%,83%,96%,3.15,3.32,3.57,N/A,3.64,3.94
23K156,P.S. 156 WAVERLY,36%,81%,N/A,2.46,2.97,2.14,N/A,3.15,2.57
23K165,P.S. 165 IDA POSNER,70%,83%,N/A,N/A,N/A,N/A,N/A,N/A,4.00
23K178,P.S. 178 SAINT CLAIR MCKELWAY,56%,87%,78%,4.03,4.02,3.42,N/A,3.98,4.49
23K184,P.S. 184 NEWPORT,33%,73%,98%,3.00,3.20,3.33,N/A,3.60,3.25
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",86%,85%,95%,N/A,N/A,N/A,N/A,N/A,3.69
23K298,P.S. 298 DR. BETTY SHABAZZ,53%,90%,N/A,N/A,N/A,N/A,N/A,N/A,2.63
23K323,P.S./I.S. 323,55%,94%,99%,4.36,3.73,4.04,N/A,3.95,3.64
23K327,P.S. 327 DR. ROSE B. ENGLISH,53%,100%,100%,3.56,3.25,3.11,N/A,3.12,3.38
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,62%,100%,88%,3.13,2.29,2.98,N/A,3.44,3.08
23K392,I.S. 392,56%,88%,98%,3.89,4.45,3.54,N/A,4.03,3.97
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,50%,90%,N/A,3.38,3.62,2.69,N/A,3.54,3.20
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,45%,87%,N/A,3.47,3.65,3.54,N/A,3.54,3.79
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,38%,100%,83%,N/A,N/A,N/A,N/A,N/A,4.59
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,81%,100%,91%,3.43,3.52,3.42,N/A,4.05,3.68
23K518,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),65%,100%,93%,N/A,N/A,N/A,N/A,N/A,3.31
23K522,MOTT HALL IV,90%,58%,87%,N/A,N/A,N/A,N/A,N/A,4.54
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,100%,100%,N/A,4.21,4.79,3.86,N/A,4.34,4.50
23K644,EAGLE ACADEMY FOR YOUNG MEN II,53%,80%,67%,3.99,4.50,3.63,N/A,4.52,4.64
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,39%,89%,36%,3.02,3.71,2.71,N/A,4.15,4.11
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,57%,100%,74%,4.50,3.98,4.78,N/A,3.80,3.83
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),89%,100%,97%,3.83,4.06,3.58,N/A,4.10,4.47
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,75%,82%,97%,3.26,3.34,3.44,N/A,4.26,3.28
23K671,MOTT HALL BRIDGES ACADEMY,49%,94%,92%,3.91,4.35,3.78,N/A,4.09,4.15
23K697,TEACHERS PREPARATORY HIGH SCHOOL,41%,88%,58%,3.18,3.01,2.62,N/A,3.35,3.14
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,58%,100%,97%,3.97,3.05,3.75,N/A,2.25,3.50
24Q007,P.S. 007 LOUIS F. SIMEONE,93%,75%,N/A,N/A,N/A,N/A,N/A,N/A,3.03
24Q012,P.S. 012 JAMES B. COLGATE,98%,88%,N/A,4.00,3.77,4.54,N/A,3.59,3.27
24Q013,P.S. 013 CLEMENT C. MOORE,73%,83%,N/A,3.59,3.81,3.91,N/A,3.28,3.51
24Q014,P.S. 014 FAIRVIEW,31%,56%,N/A,3.27,3.38,3.33,N/A,2.62,3.54
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,79%,98%,N/A,3.37,3.58,4.23,N/A,3.61,3.56
24Q019,P.S. 019 MARINO JEANTET,96%,84%,N/A,4.34,3.68,3.52,N/A,3.04,3.81
24Q028,P.S. 28 - THE THOMAS EMANUEL EARLY CHILDHOOD CENTER,89%,100%,N/A,3.77,4.15,4.01,N/A,3.64,4.26
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,38%,46%,78%,4.42,3.85,3.93,N/A,3.81,4.01
24Q058,P.S. 58 - THE SCHOOL OF HEROES,64%,75%,99%,2.59,3.45,3.17,N/A,3.56,2.67
24Q061,I.S. 061 LEONARDO DA VINCI,23%,29%,95%,N/A,N/A,N/A,N/A,N/A,N/A
24Q068,P.S. 068 CAMBRIDGE,70%,88%,N/A,3.62,3.59,3.58,N/A,3.59,3.84
24Q071,P.S. 071 FOREST,62%,57%,N/A,3.76,2.59,4.73,N/A,3.50,3.10
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,67%,88%,97%,3.57,2.84,3.65,N/A,1.97,3.30
24Q077,I.S. 077,59%,94%,93%,3.93,3.50,3.81,N/A,2.93,3.73
24Q081,P.S. 81Q JEAN PAUL RICHTER,79%,93%,N/A,3.54,3.87,3.49,N/A,3.97,4.13
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,30%,62%,91%,4.70,4.32,3.40,N/A,4.11,4.00
24Q088,P.S. 088 SENECA,76%,93%,N/A,2.92,2.92,3.32,N/A,3.87,2.98
24Q089,P.S. 089 ELMHURST,81%,77%,N/A,4.03,3.53,4.50,N/A,3.22,3.91
24Q091,P.S. 091 RICHARD ARKWRIGHT,81%,97%,N/A,N/A,N/A,N/A,N/A,N/A,3.86
24Q093,I.S. 093 RIDGEWOOD,98%,100%,97%,3.94,3.62,3.85,N/A,3.45,3.99
24Q102,P.S. 102 BAYVIEW,57%,89%,95%,3.41,2.83,4.17,N/A,3.43,3.35
24Q110,P.S. 110,59%,57%,N/A,3.32,3.43,4.51,N/A,3.66,3.93
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,87%,100%,92%,3.93,4.29,4.15,N/A,4.23,4.58
24Q119,I.S. 119 THE GLENDALE,50%,82%,97%,3.96,4.11,4.25,N/A,2.62,2.76
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,47%,100%,93%,4.41,3.57,4.34,N/A,2.87,3.71
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",55%,71%,93%,N/A,N/A,N/A,N/A,N/A,3.03
24Q143,P.S. 143 LOUIS ARMSTRONG,21%,53%,N/A,N/A,N/A,N/A,N/A,N/A,2.53
24Q153,P.S. 153 MASPETH ELEM,62%,81%,100%,3.78,3.80,3.92,N/A,3.87,4.38
24Q199,P.S. 199 MAURICE A. FITZGERALD,46%,100%,N/A,3.88,3.76,4.47,N/A,3.89,4.09
24Q211,ELM TREE ELEMENTARY SCHOOL,75%,90%,N/A,3.58,3.60,3.51,N/A,3.44,4.11
24Q229,P.S. 229 EMANUEL KAPLAN,61%,91%,N/A,4.35,3.49,4.12,N/A,4.02,3.92
